"","Country","Export","Year","import","Net","Region","shape"
"51101","Malaysia",11920051590,1979,10040412630,1879638960,"East Asia & Pacific","Other"
"51118","Namibia",0,1979,0,0,"Sub-Saharan Africa","Other"
"51135","Niger",602012196.2,1979,777716027,-175703830.8,"Sub-Saharan Africa","Other"
"51152","Nigeria",11728083700,1979,9008810573,2719273127,"Sub-Saharan Africa","Other"
"51169","Nicaragua",642073656.4,1979,429821045.8,212252610.6,"Latin America & Caribbean","Other"
"51186","Netherlands",85473051631,1979,83086391190,2386660441,"Europe & Central Asia","Other"
"51203","Norway",20856025750,1979,19618293478,1237732272,"Europe & Central Asia","Other"
"51220","Nepal",218166658.3,1979,295583341.7,-77416683.4,"South Asia","Other"
"51237","New Zealand",5935089652,1979,6256636282,-321546630,"East Asia & Pacific","Other"
"51254","Oman",2279675449,1979,1519976549,759698900,"Middle East & North Africa","Other"
"51271","Pakistan",2107299939,1979,4485000848,-2377700909,"South Asia","Other"
"51288","Panama",2183808400,1979,2701126300,-517317900,"Latin America & Caribbean","Other"
"51305","Peru",4310665886,1979,2966162120,1344503766,"Latin America & Caribbean","Other"
"51322","Philippines",5929706137,1979,7325688571,-1395982434,"East Asia & Pacific","Other"
"51339","Palau",0,1979,0,0,"East Asia & Pacific","Other"
"51342","Papua New Guinea",1043130233,1979,1045658893,-2528660,"East Asia & Pacific","Other"
"51359","Poland",0,1979,0,0,"Europe & Central Asia","Other"
"51376","Portugal",5642830328,1979,7863474590,-2220644262,"Europe & Central Asia","Other"
"51393","Paraguay",548674603.2,1979,736523809.5,-187849206.3,"Latin America & Caribbean","Other"
"51410","Qatar",0,1979,0,0,"Middle East & North Africa","Other"
"51427","Romania",0,1979,0,0,"Europe & Central Asia","Other"
"51444","Rwanda",233473705.9,1979,252391554.1,-18917848.2,"Sub-Saharan Africa","Other"
"51461","Saudi Arabia",61362175672,1979,38305165437,23057010235,"Middle East & North Africa","Other"
"51478","Sudan",899250000,1979,1748250000,-8.49e+08,"Sub-Saharan Africa","Other"
"51495","Senegal",1122831405,1979,1437171699,-314340294,"Sub-Saharan Africa","Other"
"51512","Singapore",17169305189,1979,17695118734,-525813545,"East Asia & Pacific","Other"
"51529","Solomon Islands",0,1979,0,0,"East Asia & Pacific","Other"
"51546","Sierra Leone",220819890.8,1979,300481565.2,-79661674.4,"Sub-Saharan Africa","Other"
"51563","El Salvador",1280560000,1979,1286440000,-5880000,"Latin America & Caribbean","Other"
"51580","San Marino",0,1979,0,0,"Europe & Central Asia","Other"
"51596","Somalia",0,1979,0,0,"Sub-Saharan Africa","Other"
"51603","Serbia",0,1979,0,0,"Europe & Central Asia","Other"
"51616","South Sudan",0,1979,0,0,"Sub-Saharan Africa","Other"
"51617","Sao Tome and Principe",0,1979,0,0,"Sub-Saharan Africa","Other"
"51634","Suriname",0,1979,0,0,"Latin America & Caribbean","Other"
"51651","Slovenia",0,1979,0,0,"Europe & Central Asia","Other"
"51668","Sweden",34690899233,1979,34872524550,-181625317,"Europe & Central Asia","Other"
"51685","Seychelles",21890203.95,1979,84447900.97,-62557697.02,"Sub-Saharan Africa","Other"
"51696","Chad",178553422.9,1979,347871417.9,-169317995,"Sub-Saharan Africa","Other"
"51713","Togo",445904897.8,1979,679846317,-233941419.2,"Sub-Saharan Africa","Other"
"51730","Thailand",6178099702,1979,8019041182,-1840941480,"East Asia & Pacific","Other"
"51747","Tajikistan",0,1979,0,0,"Europe & Central Asia","Other"
"51764","Turkmenistan",0,1979,0,0,"Europe & Central Asia","Other"
"51781","Timor-Leste",0,1979,0,0,"East Asia & Pacific","Other"
"51793","Tonga",11648334.45,1979,31178962.66,-19530628.21,"East Asia & Pacific","Other"
"51810","Tunisia",2801968020,1979,3016728167,-214760147,"Middle East & North Africa","Other"
"51827","Turkey",2876725553,1979,5257907777,-2381182224,"Europe & Central Asia","Other"
"51844","Tanzania",0,1979,0,0,"Sub-Saharan Africa","Other"
"51861","Uganda",4.15e+08,1979,3.75e+08,4e+07,"Sub-Saharan Africa","Other"
"51878","Ukraine",0,1979,0,0,"Europe & Central Asia","Other"
"51895","Uruguay",1208816164,1979,1520043172,-311227008,"Latin America & Caribbean","Other"
"51912","Uzbekistan",0,1979,0,0,"Europe & Central Asia","Other"
"51929","Vietnam",0,1979,0,0,"East Asia & Pacific","Other"
"51946","Vanuatu",0,1979,0,0,"East Asia & Pacific","Other"
"51963","Samoa",0,1979,0,0,"East Asia & Pacific","Other"
"51980","South Africa",19695961995,1979,14413301663,5282660332,"Sub-Saharan Africa","Other"
"51997","Zambia",0,1979,0,0,"Sub-Saharan Africa","Other"
"52014","Zimbabwe",1128686300,1979,1173271000,-44584700,"Sub-Saharan Africa","Other"
"52021","Afghanistan",0,1980,0,0,"South Asia","Other"
"52031","Angola",0,1980,0,0,"Sub-Saharan Africa","Other"
"52048","Albania",0,1980,0,0,"Europe & Central Asia","Other"
"52065","United Arab Emirates",0,1980,0,0,"Middle East & North Africa","Other"
"52082","Argentina",3895791555,1980,4989980080,-1094188525,"Latin America & Caribbean","Other"
"52099","Armenia",0,1980,0,0,"Europe & Central Asia","Other"
"52116","Australia",24616155989,1980,23827298050,788857939,"East Asia & Pacific","Other"
"52133","Austria",26006990002,1980,28828883216,-2821893214,"Europe & Central Asia","Other"
"52150","Azerbaijan",0,1980,0,0,"Europe & Central Asia","Other"
"52167","Burundi",81022222.22,1980,214223333.3,-133201111.08,"Sub-Saharan Africa","Other"
"52184","Belgium",63237433163,1980,67211980411,-3974547248,"Europe & Central Asia","Other"
"52201","Benin",222261792,1980,524469482.1,-302207690.1,"Sub-Saharan Africa","Other"
"52218","Burkina Faso",172630524,1980,602966359.7,-430335835.7,"Sub-Saharan Africa","Other"
"52235","Bangladesh",996555891.5,1980,3243617765,-2247061873.5,"South Asia","Other"
"52252","Bulgaria",7084153846,1980,6088384615,995769231,"Europe & Central Asia","Other"
"52269","Bahrain",3813478376,1980,3540992040,272486336,"Middle East & North Africa","Other"
"52286","Bosnia and Herzegovina",0,1980,0,0,"Europe & Central Asia","Other"
"52303","Belarus",0,1980,0,0,"Europe & Central Asia","Other"
"52320","Belize",88973677.08,1980,113599759.1,-24626082.02,"Latin America & Caribbean","Other"
"52337","Bolivia",1101141925,1980,1019575856,81566069,"Latin America & Caribbean","Other"
"52354","Brazil",21276141968,1980,26571483280,-5295341312,"Latin America & Caribbean","Target"
"52371","Barbados",603440560.8,1980,619897578.7,-16457017.9000001,"Latin America & Caribbean","Other"
"52388","Bhutan",18510178.12,1980,51145038.17,-32634860.05,"South Asia","Other"
"52405","Botswana",562918167.8,1980,704902213.1,-141984045.3,"Sub-Saharan Africa","Other"
"52422","Central African Republic",201027829,1980,327433570,-126405741,"Sub-Saharan Africa","Other"
"52439","Canada",75548816114,1980,70404560896,5144255218,"North America","Other"
"52456","Switzerland",56172585904,1980,58659625231,-2487039327,"Europe & Central Asia","Other"
"52473","Chile",6292627054,1980,7679845876,-1387218822,"Latin America & Caribbean","Other"
"52490","China",1.13e+10,1980,1.245e+10,-1.15e+09,"East Asia & Pacific","Target"
"52507","Cameroon",1879642995,1980,1828861014,50781981,"Sub-Saharan Africa","Other"
"52524","Colombia",5416924889,1980,5209514725,207410164,"Latin America & Caribbean","Other"
"52541","Comoros",18752561.79,1980,57128576.69,-38376014.9,"Sub-Saharan Africa","Other"
"52558","Costa Rica",1279264877,1980,1778891482,-499626605,"Latin America & Caribbean","Other"
"52575","Cuba",6521956667,1980,8817697500,-2295740833,"Latin America & Caribbean","Other"
"52592","Cyprus",975007960.2,1980,1358664013,-383656052.8,"Europe & Central Asia","Other"
"52609","Czech Republic",0,1980,0,0,"Europe & Central Asia","Other"
"52626","Germany",1.7677e+11,1980,2.20784e+11,-4.4014e+10,"Europe & Central Asia","Other"
"52643","Djibouti",0,1980,0,0,"Middle East & North Africa","Other"
"52660","Dominica",1.3e+07,1980,54703703.7,-41703703.7,"Latin America & Caribbean","Other"
"52662","Denmark",23118401675,1980,23438669955,-320268280,"Europe & Central Asia","Other"
"52679","Dominican Republic",1375636561,1980,2303519820,-927883259,"Latin America & Caribbean","Other"
"52696","Algeria",14540716743,1980,12846905746,1693810997,"Middle East & North Africa","Other"
"52713","Ecuador",3066326874,1980,3196675358,-130348484,"Latin America & Caribbean","Other"
"52730","Eritrea",0,1980,0,0,"Sub-Saharan Africa","Other"
"52747","Spain",33333052680,1980,40002154560,-6669101880,"Europe & Central Asia","Other"
"52764","Estonia",0,1980,0,0,"Europe & Central Asia","Other"
"52781","Ethiopia",0,1980,0,0,"Sub-Saharan Africa","Other"
"52798","Finland",16534905961,1980,17233025183,-698119222,"Europe & Central Asia","Other"
"52815","Fiji",574572249.4,1980,633985574.6,-59413325.2,"East Asia & Pacific","Other"
"52832","France",1.47148e+11,1980,1.57931e+11,-1.0783e+10,"Europe & Central Asia","Other"
"52849","Gabon",2769790001,1980,1353656767,1416133234,"Sub-Saharan Africa","Other"
"52866","Georgia",0,1980,0,0,"Europe & Central Asia","Other"
"52882","Ghana",376348547.7,1980,406950207.5,-30601659.8,"Sub-Saharan Africa","Other"
"52899","Guinea",0,1980,0,0,"Sub-Saharan Africa","Other"
"52916","Guinea-Bissau",14039269.96,1980,46299659.04,-32260389.08,"Sub-Saharan Africa","Other"
"52933","Equatorial Guinea",0,1980,0,0,"Sub-Saharan Africa","Other"
"52950","Greece",10981808153,1980,14356165468,-3374357315,"Europe & Central Asia","Other"
"52967","Grenada",39592592.59,1980,66370370.37,-26777777.78,"Latin America & Caribbean","Other"
"52984","Guatemala",1.748e+09,1980,1963300000,-215300000,"Latin America & Caribbean","Other"
"53001","Guyana",490319960,1980,564840000,-74520040,"Latin America & Caribbean","Other"
"53018","Honduras",1315331103,1980,1795536832,-480205729,"Latin America & Caribbean","Other"
"53035","Croatia",0,1980,0,0,"Europe & Central Asia","Other"
"53052","Haiti",0,1980,0,0,"Latin America & Caribbean","Other"
"53069","Hungary",0,1980,0,0,"Europe & Central Asia","Other"
"53086","Indonesia",22088390908,1980,16076492698,6011898210,"East Asia & Pacific","Other"
"53103","India",11439539834,1980,17225826069,-5786286235,"South Asia","Target"
"53120","Ireland",9647829746,1980,12600904353,-2953074607,"Europe & Central Asia","Other"
"53137","Iraq",33905858449,1980,16856078564,17049779885,"Middle East & North Africa","Other"
"53153","Iceland",1182397574,1980,1181737327,660247,"Europe & Central Asia","Other"
"53170","Israel",8973568627,1980,11434313725,-2460745098,"Middle East & North Africa","Other"
"53187","Italy",96321351797,1980,1.08719e+11,-12397648203,"Europe & Central Asia","Other"
"53204","Jamaica",1368305771,1980,1367576008,729763,"Latin America & Caribbean","Other"
"53221","Jordan",1579389057,1980,3335683115,-1756294058,"Middle East & North Africa","Other"
"53238","Japan",1.45105e+11,1980,1.55867e+11,-1.0762e+10,"East Asia & Pacific","Other"
"53254","Kazakhstan",0,1980,0,0,"Europe & Central Asia","Other"
"53271","Kenya",2144500527,1980,2608235978,-463735451,"Sub-Saharan Africa","Other"
"53288","Cambodia",0,1980,0,0,"East Asia & Pacific","Other"
"53305","Kiribati",18459120.93,1980,19106809.38,-647688.449999999,"East Asia & Pacific","Other"
"53310","Kuwait",22438031447,1980,9822419904,12615611543,"Middle East & North Africa","Other"
"53327","Lebanon",0,1980,0,0,"Middle East & North Africa","Other"
"53344","Liberia",0,1980,0,0,"Sub-Saharan Africa","Other"
"53361","Libya",0,1980,0,0,"Middle East & North Africa","Other"
"53378","Sri Lanka",1296672716,1980,2205444646,-908771930,"South Asia","Other"
"53395","Lesotho",90652285.57,1980,475089881.9,-384437596.33,"Sub-Saharan Africa","Other"
"53412","Lithuania",0,1980,0,0,"Europe & Central Asia","Other"
"53429","Luxembourg",5465920127,1980,5036580080,429340047,"Europe & Central Asia","Other"
"53446","Latvia",0,1980,0,0,"Europe & Central Asia","Other"
"53463","Morocco",4201460651,1980,6085388406,-1883927755,"Middle East & North Africa","Other"
"53480","Moldova",0,1980,0,0,"Europe & Central Asia","Other"
"53497","Madagascar",539332850.7,1980,1202045776,-662712925.3,"Sub-Saharan Africa","Other"
"53514","Maldives",65200000,1980,87100000,-21900000,"South Asia","Other"
"53531","Mexico",20806478261,1980,25215695652,-4409217391,"Latin America & Caribbean","Other"
"53548","Marshall Islands",0,1980,0,0,"East Asia & Pacific","Other"
"53550","Mali",260555207.4,1980,514247471.1,-253692263.7,"Sub-Saharan Africa","Other"
"53567","Malta",1011865523,1980,1080289709,-68424186,"Middle East & North Africa","Other"
"53583","Myanmar",0,1980,0,0,"East Asia & Pacific","Other"
"53600","Montenegro",0,1980,0,0,"Europe & Central Asia","Other"
"53617","Mongolia",0,1980,0,0,"East Asia & Pacific","Other"
"53634","Mozambique",383021604.9,1980,964768518.5,-581746913.6,"Sub-Saharan Africa","Other"
"53651","Mauritania",261091414.9,1980,472621686.9,-211530272,"Sub-Saharan Africa","Other"
"53668","Mauritius",579102846.1,1980,695183686.2,-116080840.1,"Sub-Saharan Africa","Other"
"53685","Malawi",307474449,1980,480236424.1,-172761975.1,"Sub-Saharan Africa","Other"
"53702","Malaysia",14135948137,1980,13533271303,602676834,"East Asia & Pacific","Other"
"53719","Namibia",1704868259,1980,1363031587,341836672,"Sub-Saharan Africa","Other"
"53736","Niger",616701167.6,1980,956401810.7,-339700643.1,"Sub-Saharan Africa","Other"
"53753","Nigeria",18859387229,1980,12324265006,6535122223,"Sub-Saharan Africa","Other"
"53770","Nicaragua",530452602.8,1980,947294737.2,-416842134.4,"Latin America & Caribbean","Other"
"53787","Netherlands",97803050543,1980,95505825648,2297224895,"Europe & Central Asia","Other"
"53804","Norway",27550615484,1980,23668407839,3882207645,"Europe & Central Asia","Other"
"53821","Nepal",224583341.7,1980,364500008.3,-139916666.6,"South Asia","Other"
"53838","New Zealand",6695618606,1980,6947500483,-251881877,"East Asia & Pacific","Other"
"53855","Oman",3748117834,1980,2252461204,1495656630,"Middle East & North Africa","Other"
"53872","Pakistan",2958199879,1980,5709197192,-2750997313,"South Asia","Other"
"53889","Panama",3000600900,1980,3343857700,-343256800,"Latin America & Caribbean","Other"
"53906","Peru",4627898927,1980,4011768778,616130149,"Latin America & Caribbean","Other"
"53923","Philippines",7649439519,1980,9239023351,-1589583832,"East Asia & Pacific","Other"
"53940","Palau",0,1980,0,0,"East Asia & Pacific","Other"
"53943","Papua New Guinea",1099418691,1980,1357579520,-258160829,"East Asia & Pacific","Other"
"53960","Poland",0,1980,0,0,"Europe & Central Asia","Other"
"53977","Portugal",7057627954,1980,10783475771,-3725847817,"Europe & Central Asia","Other"
"53994","Paraguay",615865079.4,1980,891841269.8,-275976190.4,"Latin America & Caribbean","Other"
"54011","Qatar",0,1980,0,0,"Middle East & North Africa","Other"
"54028","Romania",0,1980,0,0,"Europe & Central Asia","Other"
"54045","Rwanda",181144470.6,1980,331033109.1,-149888638.5,"Sub-Saharan Africa","Other"
"54062","Saudi Arabia",1.04411e+11,1980,44920491779,59490508221,"Middle East & North Africa","Other"
"54079","Sudan",789333333.3,1980,1726666667,-937333333.7,"Sub-Saharan Africa","Other"
"54096","Senegal",1059910427,1980,1701123580,-641213153,"Sub-Saharan Africa","Other"
"54113","Singapore",24031178148,1980,24854915847,-823737699,"East Asia & Pacific","Other"
"54130","Solomon Islands",0,1980,0,0,"East Asia & Pacific","Other"
"54147","Sierra Leone",251666984.2,1980,420651552.7,-168984568.5,"Sub-Saharan Africa","Other"
"54164","El Salvador",1220920000,1980,1188160000,32760000,"Latin America & Caribbean","Other"
"54181","San Marino",0,1980,0,0,"Europe & Central Asia","Other"
"54197","Somalia",0,1980,0,0,"Sub-Saharan Africa","Other"
"54204","Serbia",0,1980,0,0,"Europe & Central Asia","Other"
"54217","South Sudan",0,1980,0,0,"Sub-Saharan Africa","Other"
"54218","Sao Tome and Principe",0,1980,0,0,"Sub-Saharan Africa","Other"
"54235","Suriname",0,1980,0,0,"Latin America & Caribbean","Other"
"54252","Slovenia",0,1980,0,0,"Europe & Central Asia","Other"
"54269","Sweden",39167720825,1980,40537639493,-1369918668,"Europe & Central Asia","Other"
"54286","Seychelles",21153012.78,1980,98787068.12,-77634055.34,"Sub-Saharan Africa","Other"
"54297","Chad",175041293.6,1980,298183134.1,-123141840.5,"Sub-Saharan Africa","Other"
"54314","Togo",580273710.3,1980,640383632.4,-60109922.1,"Sub-Saharan Africa","Other"
"54331","Thailand",7800882968,1980,9824969233,-2024086265,"East Asia & Pacific","Other"
"54348","Tajikistan",0,1980,0,0,"Europe & Central Asia","Other"
"54365","Turkmenistan",0,1980,0,0,"Europe & Central Asia","Other"
"54382","Timor-Leste",0,1980,0,0,"East Asia & Pacific","Other"
"54394","Tonga",16011159.19,1980,36066955.14,-20055795.95,"East Asia & Pacific","Other"
"54411","Tunisia",3518399605,1980,3987404297,-469004692,"Middle East & North Africa","Other"
"54428","Turkey",3550856151,1980,8205107972,-4654251821,"Europe & Central Asia","Other"
"54445","Tanzania",0,1980,0,0,"Sub-Saharan Africa","Other"
"54462","Uganda",2.42e+08,1980,3.24e+08,-8.2e+07,"Sub-Saharan Africa","Other"
"54479","Ukraine",0,1980,0,0,"Europe & Central Asia","Other"
"54496","Uruguay",1527803803,1980,2096775971,-568972168,"Latin America & Caribbean","Other"
"54513","Uzbekistan",0,1980,0,0,"Europe & Central Asia","Other"
"54530","Vietnam",0,1980,0,0,"East Asia & Pacific","Other"
"54547","Vanuatu",37603233.18,1980,47384759.56,-9781526.38,"East Asia & Pacific","Other"
"54564","Samoa",0,1980,0,0,"East Asia & Pacific","Other"
"54581","South Africa",28497688752,1980,22028762198,6468926554,"Sub-Saharan Africa","Other"
"54598","Zambia",0,1980,0,0,"Sub-Saharan Africa","Other"
"54615","Zimbabwe",1560677300,1980,1771437800,-210760500,"Sub-Saharan Africa","Other"
"54622","Afghanistan",0,1981,0,0,"South Asia","Other"
"54632","Angola",0,1981,0,0,"Sub-Saharan Africa","Other"
"54649","Albania",0,1981,0,0,"Europe & Central Asia","Other"
"54666","United Arab Emirates",0,1981,0,0,"Middle East & North Africa","Other"
"54683","Argentina",5445263190,1981,5800000171,-354736981,"Latin America & Caribbean","Other"
