"","Country","Export","Year","import","Net","Region","shape"
"45502","Kiribati",21621202.04,1977,14801508.09,6819693.95,"East Asia & Pacific","Other"
"45507","Kuwait",10181437893,1977,6140963015,4040474878,"Middle East & North Africa","Other"
"45524","Lebanon",0,1977,0,0,"Middle East & North Africa","Other"
"45541","Liberia",0,1977,0,0,"Sub-Saharan Africa","Other"
"45558","Libya",0,1977,0,0,"Middle East & North Africa","Other"
"45575","Sri Lanka",1387936866,1977,1237767756,150169110,"South Asia","Other"
"45592","Lesotho",22999080.04,1977,217341306.3,-194342226.26,"Sub-Saharan Africa","Other"
"45609","Lithuania",0,1977,0,0,"Europe & Central Asia","Other"
"45626","Luxembourg",3376094766,1977,2940526055,435568711,"Europe & Central Asia","Other"
"45643","Latvia",0,1977,0,0,"Europe & Central Asia","Other"
"45660","Morocco",1866986432,1977,4123953545,-2256967113,"Middle East & North Africa","Other"
"45677","Moldova",0,1977,0,0,"Europe & Central Asia","Other"
"45694","Madagascar",387925899.2,1977,472941274,-85015374.8,"Sub-Saharan Africa","Other"
"45711","Maldives",0,1977,0,0,"South Asia","Other"
"45728","Mexico",8442477876,1977,8363203540,79274336,"Latin America & Caribbean","Other"
"45745","Marshall Islands",0,1977,0,0,"East Asia & Pacific","Other"
"45747","Mali",133914196.8,1977,205552195.8,-71637999,"Sub-Saharan Africa","Other"
"45764","Malta",481215004.6,1977,565700620.1,-84485615.5,"Middle East & North Africa","Other"
"45780","Myanmar",0,1977,0,0,"East Asia & Pacific","Other"
"45797","Montenegro",0,1977,0,0,"Europe & Central Asia","Other"
"45814","Mongolia",0,1977,0,0,"East Asia & Pacific","Other"
"45831","Mozambique",0,1977,0,0,"Sub-Saharan Africa","Other"
"45848","Mauritania",177220679.2,1977,397766030.5,-220545351.3,"Sub-Saharan Africa","Other"
"45865","Mauritius",401979628.6,1977,489609976.8,-87630348.2,"Sub-Saharan Africa","Other"
"45882","Malawi",241887252.2,1977,279211429.8,-37324177.6,"Sub-Saharan Africa","Other"
"45899","Malaysia",6618905010,1977,5620885061,998019949,"East Asia & Pacific","Other"
"45916","Namibia",0,1977,0,0,"Sub-Saharan Africa","Other"
"45933","Niger",253675819.8,1977,378778429.4,-125102609.6,"Sub-Saharan Africa","Other"
"45950","Nigeria",8962875536,1977,8116201717,846673819,"Sub-Saharan Africa","Other"
"45967","Nicaragua",718799999.8,1977,838299989.7,-119499989.9,"Latin America & Caribbean","Other"
"45984","Netherlands",58005185059,1977,55016591003,2988594056,"Europe & Central Asia","Other"
"46001","Norway",14231238847,1977,18008828778,-3777589931,"Europe & Central Asia","Other"
"46018","Nepal",162959992,1977,197919992,-34960000,"South Asia","Other"
"46035","New Zealand",4038708403,1977,4286560679,-247852276,"East Asia & Pacific","Other"
"46052","Oman",1598147076,1977,1207295599,390851477,"Middle East & North Africa","Other"
"46069","Pakistan",1404399869,1977,2877099909,-1472700040,"South Asia","Other"
"46086","Panama",1788323200,1977,1963649700,-175326500,"Latin America & Caribbean","Other"
"46103","Peru",2262472760,1977,3233890215,-971417455,"Latin America & Caribbean","Other"
"46120","Philippines",4137623602,1977,4740233425,-602609823,"East Asia & Pacific","Other"
"46137","Palau",0,1977,0,0,"East Asia & Pacific","Other"
"46140","Papua New Guinea",737932777.4,1977,759160980.5,-21228203.1,"East Asia & Pacific","Other"
"46157","Poland",0,1977,0,0,"Europe & Central Asia","Other"
"46174","Portugal",3094552122,1977,5594297014,-2499744892,"Europe & Central Asia","Other"
"46191","Paraguay",407007936.5,1977,469507936.5,-62500000,"Latin America & Caribbean","Other"
"46208","Qatar",0,1977,0,0,"Middle East & North Africa","Other"
"46225","Romania",0,1977,0,0,"Europe & Central Asia","Other"
"46242","Rwanda",106530355.4,1977,131859980.3,-25329624.9,"Sub-Saharan Africa","Other"
"46259","Saudi Arabia",42599358883,1977,24156477830,18442881053,"Middle East & North Africa","Other"
"46276","Sudan",8.16e+08,1977,1447333333,-631333333,"Sub-Saharan Africa","Other"
"46293","Senegal",1097890900,1977,1280018879,-182127979,"Sub-Saharan Africa","Other"
"46310","Singapore",10772340942,1977,10869354055,-97013113,"East Asia & Pacific","Other"
"46327","Solomon Islands",0,1977,0,0,"East Asia & Pacific","Other"
"46344","Sierra Leone",136415176.6,1977,184910597.5,-48495420.9,"Sub-Saharan Africa","Other"
"46361","El Salvador",1122680000,1977,1102320000,20360000,"Latin America & Caribbean","Other"
"46378","San Marino",0,1977,0,0,"Europe & Central Asia","Other"
"46394","Somalia",0,1977,0,0,"Sub-Saharan Africa","Other"
"46401","Serbia",0,1977,0,0,"Europe & Central Asia","Other"
"46414","South Sudan",0,1977,0,0,"Sub-Saharan Africa","Other"
"46415","Sao Tome and Principe",0,1977,0,0,"Sub-Saharan Africa","Other"
"46432","Suriname",0,1977,0,0,"Latin America & Caribbean","Other"
"46449","Slovenia",0,1977,0,0,"Europe & Central Asia","Other"
"46466","Sweden",23930748750,1977,24700107105,-769358355,"Europe & Central Asia","Other"
"46483","Seychelles",11089068.32,1977,45757616.07,-34668547.75,"Sub-Saharan Africa","Other"
"46494","Chad",143615634.2,1977,265386206.4,-121770572.2,"Sub-Saharan Africa","Other"
"46511","Togo",322394939.8,1977,407864399.5,-85469459.7,"Sub-Saharan Africa","Other"
"46528","Thailand",3947627708,1977,5019534218,-1071906510,"East Asia & Pacific","Other"
"46545","Tajikistan",0,1977,0,0,"Europe & Central Asia","Other"
"46562","Turkmenistan",0,1977,0,0,"Europe & Central Asia","Other"
"46579","Timor-Leste",0,1977,0,0,"East Asia & Pacific","Other"
"46591","Tonga",11561654.47,1977,19519960.08,-7958305.61,"East Asia & Pacific","Other"
"46608","Tunisia",1511421911,1977,1942191142,-430769231,"Middle East & North Africa","Other"
"46625","Turkey",2238640151,1977,6282635263,-4043995112,"Europe & Central Asia","Other"
"46642","Tanzania",0,1977,0,0,"Sub-Saharan Africa","Other"
"46659","Uganda",268764705.9,1977,2.29e+08,39764705.9,"Sub-Saharan Africa","Other"
"46676","Ukraine",0,1977,0,0,"Europe & Central Asia","Other"
"46693","Uruguay",818672296.5,1977,932323578,-113651281.5,"Latin America & Caribbean","Other"
"46710","Uzbekistan",0,1977,0,0,"Europe & Central Asia","Other"
"46727","Vietnam",0,1977,0,0,"East Asia & Pacific","Other"
"46744","Vanuatu",0,1977,0,0,"East Asia & Pacific","Other"
"46761","Samoa",0,1977,0,0,"East Asia & Pacific","Other"
"46778","South Africa",11913523459,1977,9939052438,1974471021,"Sub-Saharan Africa","Other"
"46795","Zambia",0,1977,0,0,"Sub-Saharan Africa","Other"
"46812","Zimbabwe",933760800,1977,882373400,51387400,"Sub-Saharan Africa","Other"
"46819","Afghanistan",357777771.1,1978,457777788.9,-100000017.8,"South Asia","Other"
"46829","Angola",0,1978,0,0,"Sub-Saharan Africa","Other"
"46846","Albania",0,1978,0,0,"Europe & Central Asia","Other"
"46863","United Arab Emirates",0,1978,0,0,"Middle East & North Africa","Other"
"46880","Argentina",4999999950,1978,3319672098,1680327852,"Latin America & Caribbean","Other"
"46897","Armenia",0,1978,0,0,"Europe & Central Asia","Other"
"46914","Australia",16123392736,1978,17265959847,-1142567111,"East Asia & Pacific","Other"
"46931","Austria",18066572823,1978,18958761300,-892188477,"Europe & Central Asia","Other"
"46948","Azerbaijan",0,1978,0,0,"Europe & Central Asia","Other"
"46965","Burundi",71443333.33,1978,123426666.7,-51983333.37,"Sub-Saharan Africa","Other"
"46982","Belgium",46094472268,1978,47180976047,-1086503779,"Europe & Central Asia","Other"
"46999","Benin",153492175.5,1978,320872304.7,-167380129.2,"Sub-Saharan Africa","Other"
"47016","Burkina Faso",110202801.8,1978,409486806.9,-299284005.1,"Sub-Saharan Africa","Other"
"47033","Bangladesh",738155879.6,1978,2056130688,-1317974808.4,"South Asia","Other"
"47050","Bulgaria",0,1978,0,0,"Europe & Central Asia","Other"
"47067","Bahrain",0,1978,0,0,"Middle East & North Africa","Other"
"47084","Bosnia and Herzegovina",0,1978,0,0,"Europe & Central Asia","Other"
"47101","Belarus",0,1978,0,0,"Europe & Central Asia","Other"
"47118","Belize",0,1978,0,0,"Latin America & Caribbean","Other"
"47135","Bolivia",849175412.3,1978,1131534233,-282358820.7,"Latin America & Caribbean","Other"
"47152","Brazil",13404621905,1978,15791774011,-2387152106,"Latin America & Caribbean","Target"
"47169","Barbados",321101775,1978,377933177.5,-56831402.5,"Latin America & Caribbean","Other"
"47186","Bhutan",0,1978,0,0,"South Asia","Other"
"47203","Botswana",307353296.3,1978,404552040.6,-97198744.3,"Sub-Saharan Africa","Other"
"47220","Central African Republic",142999429.7,1978,206899174.8,-63899745.1,"Sub-Saharan Africa","Other"
"47237","Canada",53797091961,1978,52877847462,919244499,"North America","Other"
"47254","Switzerland",44774761745,1978,39694626566,5080135179,"Europe & Central Asia","Other"
"47271","Chile",3169044747,1978,3782801706,-613756959,"Latin America & Caribbean","Other"
"47288","China",6813008130,1978,7617886179,-804878049,"East Asia & Pacific","Target"
"47305","Cameroon",1043175451,1978,1240159146,-196983695,"Sub-Saharan Africa","Other"
"47322","Colombia",3867783604,1978,3210026858,657756746,"Latin America & Caribbean","Other"
"47339","Comoros",0,1978,0,0,"Sub-Saharan Africa","Other"
"47356","Costa Rica",992882147,1978,1269463244,-276581097,"Latin America & Caribbean","Other"
"47373","Cuba",5819724675,1978,7878465455,-2058740780,"Latin America & Caribbean","Other"
"47390","Cyprus",408069622.4,1978,606584939.3,-198515316.9,"Europe & Central Asia","Other"
"47407","Czech Republic",0,1978,0,0,"Europe & Central Asia","Other"
"47424","Germany",1.30458e+11,1978,1.44719e+11,-1.4261e+10,"Europe & Central Asia","Other"
"47441","Djibouti",0,1978,0,0,"Middle East & North Africa","Other"
"47458","Dominica",19296296.3,1978,29296296.3,-1e+07,"Latin America & Caribbean","Other"
"47460","Denmark",16550429768,1978,17888332789,-1337903021,"Europe & Central Asia","Other"
"47477","Dominican Republic",882809470,1978,1395042000,-512232530,"Latin America & Caribbean","Other"
"47494","Algeria",6732393454,1978,10590281903,-3857888449,"Middle East & North Africa","Other"
"47511","Ecuador",1756420958,1978,2213274955,-456853997,"Latin America & Caribbean","Other"
"47528","Eritrea",0,1978,0,0,"Sub-Saharan Africa","Other"
"47545","Spain",22336615885,1978,22127555773,209060112,"Europe & Central Asia","Other"
"47562","Estonia",0,1978,0,0,"Europe & Central Asia","Other"
"47579","Ethiopia",0,1978,0,0,"Sub-Saharan Africa","Other"
"47596","Finland",10101083032,1978,8979061372,1122021660,"Europe & Central Asia","Other"
"47613","Fiji",353684459.1,1978,390292985.4,-36608526.3,"East Asia & Pacific","Other"
"47630","France",1.02571e+11,1978,97265988372,5305011628,"Europe & Central Asia","Other"
"47647","Gabon",1475698436,1978,1121176289,354522147,"Sub-Saharan Africa","Other"
"47664","Georgia",0,1978,0,0,"Europe & Central Asia","Other"
"47680","Ghana",306108202.4,1978,354799301.9,-48691099.5,"Sub-Saharan Africa","Other"
"47697","Guinea",0,1978,0,0,"Sub-Saharan Africa","Other"
"47714","Guinea-Bissau",9487896.254,1978,44225216.14,-34737319.886,"Sub-Saharan Africa","Other"
"47731","Equatorial Guinea",0,1978,0,0,"Sub-Saharan Africa","Other"
"47748","Greece",6044091837,1978,8625546382,-2581454545,"Europe & Central Asia","Other"
"47765","Grenada",3.4e+07,1978,39703703.7,-5703703.7,"Latin America & Caribbean","Other"
"47782","Guatemala",1303700000,1978,1655000100,-351300100,"Latin America & Caribbean","Other"
"47799","Guyana",319880000,1978,319960000,-80000,"Latin America & Caribbean","Other"
"47816","Honduras",960859350.8,1978,1234878273,-274018922.2,"Latin America & Caribbean","Other"
"47833","Croatia",0,1978,0,0,"Europe & Central Asia","Other"
"47850","Haiti",0,1978,0,0,"Latin America & Caribbean","Other"
"47867","Hungary",0,1978,0,0,"Europe & Central Asia","Other"
"47884","Indonesia",11251894893,1978,10727293589,524601304,"East Asia & Pacific","Other"
"47901","India",8670273695,1978,9045599669,-375325974,"South Asia","Target"
"47918","Ireland",6547734521,1978,8058102537,-1510368016,"Europe & Central Asia","Other"
"47935","Iraq",13467998645,1978,7520487640,5947511005,"Middle East & North Africa","Other"
"47951","Iceland",903812179.6,1978,830119029.2,73693150.4,"Europe & Central Asia","Other"
"47968","Israel",6456882353,1978,8833294118,-2376411765,"Middle East & North Africa","Other"
"47985","Italy",68287841205,1978,61700299567,6587541638,"Europe & Central Asia","Other"
"48002","Jamaica",1072383783,1978,987193094.2,85190688.8,"Latin America & Caribbean","Other"
"48019","Jordan",870746073.3,1978,2077552356,-1206806282.7,"Middle East & North Africa","Other"
"48036","Japan",1.08052e+11,1978,91906326825,16145673175,"East Asia & Pacific","Other"
"48052","Kazakhstan",0,1978,0,0,"Europe & Central Asia","Other"
"48069","Kenya",1534663179,1978,2051910135,-517246956,"Sub-Saharan Africa","Other"
"48086","Cambodia",0,1978,0,0,"East Asia & Pacific","Other"
"48103","Kiribati",24820876.73,1978,20887032.16,3933844.57,"East Asia & Pacific","Other"
"48108","Kuwait",10934205743,1978,6179571065,4754634678,"Middle East & North Africa","Other"
"48125","Lebanon",0,1978,0,0,"Middle East & North Africa","Other"
"48142","Liberia",0,1978,0,0,"Sub-Saharan Africa","Other"
"48159","Libya",0,1978,0,0,"Middle East & North Africa","Other"
"48176","Sri Lanka",950352338.2,1978,1080845612,-130493273.8,"South Asia","Other"
"48193","Lesotho",45998160.07,1978,241490340.4,-195492180.33,"Sub-Saharan Africa","Other"
"48210","Lithuania",0,1978,0,0,"Europe & Central Asia","Other"
"48227","Luxembourg",4054754067,1978,3643690790,411063277,"Europe & Central Asia","Other"
"48244","Latvia",0,1978,0,0,"Europe & Central Asia","Other"
"48261","Morocco",2166990664,1978,3980104159,-1813113495,"Middle East & North Africa","Other"
"48278","Moldova",0,1978,0,0,"Europe & Central Asia","Other"
"48295","Madagascar",457890722.6,1978,642273690,-184382967.4,"Sub-Saharan Africa","Other"
"48312","Maldives",0,1978,0,0,"South Asia","Other"
"48329","Mexico",10732745614,1978,11315763158,-583017544,"Latin America & Caribbean","Other"
"48346","Marshall Islands",0,1978,0,0,"East Asia & Pacific","Other"
"48348","Mali",141808833.7,1978,364714604.4,-222905770.7,"Sub-Saharan Africa","Other"
"48365","Malta",583776094.5,1978,639163194.8,-55387100.3,"Middle East & North Africa","Other"
"48381","Myanmar",0,1978,0,0,"East Asia & Pacific","Other"
"48398","Montenegro",0,1978,0,0,"Europe & Central Asia","Other"
"48415","Mongolia",0,1978,0,0,"East Asia & Pacific","Other"
"48432","Mozambique",0,1978,0,0,"Sub-Saharan Africa","Other"
"48449","Mauritania",181656619.1,1978,353035482,-171378862.9,"Sub-Saharan Africa","Other"
"48466","Mauritius",438888257.9,1978,564145831,-125257573.1,"Sub-Saharan Africa","Other"
"48483","Malawi",220101932,1978,390186085.1,-170084153.1,"Sub-Saharan Africa","Other"
"48500","Malaysia",8049866494,1978,7143172409,906694085,"East Asia & Pacific","Other"
"48517","Namibia",0,1978,0,0,"Sub-Saharan Africa","Other"
"48534","Niger",399775992.1,1978,493782806,-94006813.9,"Sub-Saharan Africa","Other"
"48551","Nigeria",7142147923,1978,8679837893,-1537689970,"Sub-Saharan Africa","Other"
"48568","Nicaragua",737099988.1,1978,669400010.8,67699977.3000001,"Latin America & Caribbean","Other"
"48585","Netherlands",67955377063,1978,65718299246,2237077817,"Europe & Central Asia","Other"
"48602","Norway",16740362055,1978,16572115293,168246762,"Europe & Central Asia","Other"
"48619","Nepal",169586602.2,1978,248201284.5,-78614682.3,"South Asia","Other"
"48636","New Zealand",4937290970,1978,4799331104,137959866,"East Asia & Pacific","Other"
"48653","Oman",1598147076,1978,1335263173,262883903,"Middle East & North Africa","Other"
"48670","Pakistan",1646699990,1978,3292999889,-1646299899,"South Asia","Other"
"48687","Panama",1915103700,1978,2167125500,-252021800,"Latin America & Caribbean","Other"
"48704","Peru",2522009313,1978,2440179104,81830209,"Latin America & Caribbean","Other"
"48721","Philippines",4692769285,1978,5662249857,-969480572,"East Asia & Pacific","Other"
"48738","Palau",0,1978,0,0,"East Asia & Pacific","Other"
"48741","Papua New Guinea",816899703.8,1978,884751022.7,-67851318.9000001,"East Asia & Pacific","Other"
"48758","Poland",0,1978,0,0,"Europe & Central Asia","Other"
"48775","Portugal",3701788777,1978,5958549726,-2256760949,"Europe & Central Asia","Other"
"48792","Paraguay",471531746,1978,566103174.6,-94571428.6,"Latin America & Caribbean","Other"
"48809","Qatar",0,1978,0,0,"Middle East & North Africa","Other"
"48826","Romania",0,1978,0,0,"Europe & Central Asia","Other"
"48843","Rwanda",133872851,1978,215559862.3,-81687011.3,"Sub-Saharan Africa","Other"
"48860","Saudi Arabia",39584362866,1978,33388633957,6195728909,"Middle East & North Africa","Other"
"48877","Sudan",607500000,1978,1.167e+09,-559500000,"Sub-Saharan Africa","Other"
"48894","Senegal",856134406.1,1978,1204776998,-348642591.9,"Sub-Saharan Africa","Other"
"48911","Singapore",12436295810,1978,12716323686,-280027876,"East Asia & Pacific","Other"
"48928","Solomon Islands",0,1978,0,0,"East Asia & Pacific","Other"
"48945","Sierra Leone",190441625.9,1978,230650213.9,-40208588,"Sub-Saharan Africa","Other"
"48962","El Salvador",946719900,1978,1236480000,-289760100,"Latin America & Caribbean","Other"
"48979","San Marino",0,1978,0,0,"Europe & Central Asia","Other"
"48995","Somalia",0,1978,0,0,"Sub-Saharan Africa","Other"
"49002","Serbia",0,1978,0,0,"Europe & Central Asia","Other"
"49015","South Sudan",0,1978,0,0,"Sub-Saharan Africa","Other"
"49016","Sao Tome and Principe",0,1978,0,0,"Sub-Saharan Africa","Other"
"49033","Suriname",0,1978,0,0,"Latin America & Caribbean","Other"
"49050","Slovenia",0,1978,0,0,"Europe & Central Asia","Other"
"49067","Sweden",27264571362,1978,25561358858,1703212504,"Europe & Central Asia","Other"
"49084","Seychelles",15164545.92,1978,57828971.98,-42664426.06,"Sub-Saharan Africa","Other"
"49095","Chad",182936219.1,1978,311536380.8,-128600161.7,"Sub-Saharan Africa","Other"
"49112","Togo",527351593.7,1978,633708200.8,-106356607.1,"Sub-Saharan Africa","Other"
"49129","Thailand",4773875030,1978,5788769725,-1014894695,"East Asia & Pacific","Other"
"49146","Tajikistan",0,1978,0,0,"Europe & Central Asia","Other"
"49163","Turkmenistan",0,1978,0,0,"Europe & Central Asia","Other"
"49180","Timor-Leste",0,1978,0,0,"East Asia & Pacific","Other"
"49192","Tonga",11967036.74,1978,28212887.72,-16245850.98,"East Asia & Pacific","Other"
"49209","Tunisia",1847909659,1978,2311869294,-463959635,"Middle East & North Africa","Other"
"49226","Turkey",2701589655,1978,4748373281,-2046783626,"Europe & Central Asia","Other"
"49243","Tanzania",0,1978,0,0,"Sub-Saharan Africa","Other"
"49260","Uganda",330434782.6,1978,456521739.1,-126086956.5,"Sub-Saharan Africa","Other"
"49277","Ukraine",0,1978,0,0,"Europe & Central Asia","Other"
"49294","Uruguay",925434933.8,1978,1038744349,-113309415.2,"Latin America & Caribbean","Other"
"49311","Uzbekistan",0,1978,0,0,"Europe & Central Asia","Other"
"49328","Vietnam",0,1978,0,0,"East Asia & Pacific","Other"
"49345","Vanuatu",0,1978,0,0,"East Asia & Pacific","Other"
"49362","Samoa",0,1978,0,0,"East Asia & Pacific","Other"
"49379","South Africa",14668813247,1978,11624885005,3043928242,"Sub-Saharan Africa","Other"
"49396","Zambia",0,1978,0,0,"Sub-Saharan Africa","Other"
"49413","Zimbabwe",958296200,1978,869687000,88609200,"Sub-Saharan Africa","Other"
"49420","Afghanistan",0,1979,0,0,"South Asia","Other"
"49430","Angola",0,1979,0,0,"Sub-Saharan Africa","Other"
"49447","Albania",0,1979,0,0,"Europe & Central Asia","Other"
"49464","United Arab Emirates",0,1979,0,0,"Middle East & North Africa","Other"
"49481","Argentina",4508960597,1979,4383512571,125448026,"Latin America & Caribbean","Other"
"49498","Armenia",0,1979,0,0,"Europe & Central Asia","Other"
"49515","Australia",19275247075,1979,20687265705,-1412018630,"East Asia & Pacific","Other"
"49532","Austria",22832410396,1979,23982629748,-1150219352,"Europe & Central Asia","Other"
"49549","Azerbaijan",0,1979,0,0,"Europe & Central Asia","Other"
"49566","Burundi",110822222.2,1979,177800000,-66977777.8,"Sub-Saharan Africa","Other"
"49583","Belgium",57769727023,1979,60140962851,-2371235828,"Europe & Central Asia","Other"
"49600","Benin",207784769.9,1979,439164032.2,-231379262.3,"Sub-Saharan Africa","Other"
"49617","Burkina Faso",144182091.5,1979,511997958.8,-367815867.3,"Sub-Saharan Africa","Other"
"49634","Bangladesh",950929356.1,1979,2459010309,-1508080952.9,"South Asia","Other"
"49651","Bulgaria",0,1979,0,0,"Europe & Central Asia","Other"
"49668","Bahrain",0,1979,0,0,"Middle East & North Africa","Other"
"49685","Bosnia and Herzegovina",0,1979,0,0,"Europe & Central Asia","Other"
"49702","Belarus",0,1979,0,0,"Europe & Central Asia","Other"
"49719","Belize",0,1979,0,0,"Latin America & Caribbean","Other"
"49736","Bolivia",1068846706,1979,1211274647,-142427941,"Latin America & Caribbean","Other"
"49753","Brazil",16026612550,1979,20642227950,-4615615400,"Latin America & Caribbean","Target"
"49770","Barbados",438572067.8,1979,510366429.7,-71794361.9,"Latin America & Caribbean","Other"
"49787","Bhutan",0,1979,0,0,"South Asia","Other"
"49804","Botswana",443742331.3,1979,534969325.2,-91226993.9,"Sub-Saharan Africa","Other"
"49821","Central African Republic",157199556.6,1979,246199305.6,-88999749,"Sub-Saharan Africa","Other"
"49838","Canada",64188302885,1979,62707546952,1480755933,"North America","Other"
"49855","Switzerland",50672878090,1979,48982225116,1690652974,"Europe & Central Asia","Other"
"49872","Chile",4824713525,1979,5570423585,-745710060,"Latin America & Caribbean","Other"
"49889","China",9204347826,1979,10560869565,-1356521739,"East Asia & Pacific","Target"
"49906","Cameroon",1224968083,1979,1641291151,-416323068,"Sub-Saharan Africa","Other"
"49923","Colombia",4251544715,1979,3756624824,494919891,"Latin America & Caribbean","Other"
"49940","Comoros",0,1979,0,0,"Sub-Saharan Africa","Other"
"49957","Costa Rica",1086476079,1979,1500945158,-414469079,"Latin America & Caribbean","Other"
"49974","Cuba",6377068904,1979,8645207123,-2268138219,"Latin America & Caribbean","Other"
"49991","Cyprus",575808862.3,1979,821765628.7,-245956766.4,"Europe & Central Asia","Other"
"50008","Czech Republic",0,1979,0,0,"Europe & Central Asia","Other"
"50025","Germany",1.56932e+11,1979,1.88611e+11,-3.1679e+10,"Europe & Central Asia","Other"
"50042","Djibouti",0,1979,0,0,"Middle East & North Africa","Other"
"50059","Dominica",12407407.41,1979,40296296.3,-27888888.89,"Latin America & Caribbean","Other"
"50061","Denmark",20570233796,1979,22246150922,-1675917126,"Europe & Central Asia","Other"
"50078","Dominican Republic",1211190560,1979,1746830300,-535639740,"Latin America & Caribbean","Other"
"50095","Algeria",10354760932,1979,10925699712,-570938780,"Middle East & North Africa","Other"
"50112","Ecuador",2538499855,1979,2575840755,-37340900,"Latin America & Caribbean","Other"
"50129","Eritrea",0,1979,0,0,"Sub-Saharan Africa","Other"
"50146","Spain",29470230045,1979,30179158404,-708928359,"Europe & Central Asia","Other"
"50163","Estonia",0,1979,0,0,"Europe & Central Asia","Other"
"50180","Ethiopia",0,1979,0,0,"Sub-Saharan Africa","Other"
"50197","Finland",13152190505,1979,12688139215,464051290,"Europe & Central Asia","Other"
"50214","Fiji",461648797.4,1979,517051693.2,-55402895.8,"East Asia & Pacific","Other"
"50231","France",1.27186e+11,1979,1.24741e+11,2.445e+09,"Europe & Central Asia","Other"
"50248","Gabon",1772269114,1979,1133406057,638863057,"Sub-Saharan Africa","Other"
"50265","Georgia",0,1979,0,0,"Europe & Central Asia","Other"
"50281","Ghana",451566951.6,1979,448717948.7,2849002.90000004,"Sub-Saharan Africa","Other"
"50298","Guinea",0,1979,0,0,"Sub-Saharan Africa","Other"
"50315","Guinea-Bissau",8620322.256,1979,49224572.01,-40604249.754,"Sub-Saharan Africa","Other"
"50332","Equatorial Guinea",0,1979,0,0,"Sub-Saharan Africa","Other"
"50349","Greece",8266960442,1979,11091655014,-2824694572,"Europe & Central Asia","Other"
"50366","Grenada",40296296.3,1979,56888888.89,-16592592.59,"Latin America & Caribbean","Other"
"50383","Guatemala",1473600000,1979,1784400000,-310800000,"Latin America & Caribbean","Other"
"50400","Guyana",317240000,1979,367200000,-49960000,"Latin America & Caribbean","Other"
"50417","Honduras",1168036045,1979,1479471525,-311435480,"Latin America & Caribbean","Other"
"50434","Croatia",0,1979,0,0,"Europe & Central Asia","Other"
"50451","Haiti",0,1979,0,0,"Latin America & Caribbean","Other"
"50468","Hungary",0,1979,0,0,"Europe & Central Asia","Other"
"50485","Indonesia",15453888932,1979,12125156533,3328732399,"East Asia & Pacific","Other"
"50502","India",10326383042,1979,12498142737,-2171759695,"South Asia","Target"
"50519","Ireland",8154123791,1979,11135980174,-2981856383,"Europe & Central Asia","Other"
"50536","Iraq",23617676939,1979,11784964443,11832712496,"Middle East & North Africa","Other"
"50552","Iceland",1066754821,1979,1033699348,33055473,"Europe & Central Asia","Other"
"50569","Israel",7612640000,1979,10380040000,-2767400000,"Middle East & North Africa","Other"
"50586","Italy",88108908180,1979,83928144255,4180763925,"Europe & Central Asia","Other"
"50603","Jamaica",1207842248,1979,1227844515,-20002267,"Latin America & Caribbean","Other"
"50620","Jordan",1136197136,1979,2837828838,-1701631702,"Middle East & North Africa","Other"
"50637","Japan",1.16997e+11,1979,1.27176e+11,-1.0179e+10,"East Asia & Pacific","Other"
"50653","Kazakhstan",0,1979,0,0,"Europe & Central Asia","Other"
"50670","Kenya",1605552324,1979,1970754610,-365202286,"Sub-Saharan Africa","Other"
"50687","Cambodia",0,1979,0,0,"East Asia & Pacific","Other"
"50704","Kiribati",26118935.84,1979,25397943.21,720992.629999999,"East Asia & Pacific","Other"
"50709","Kuwait",19294501447,1979,7130969971,12163531476,"Middle East & North Africa","Other"
"50726","Lebanon",0,1979,0,0,"Middle East & North Africa","Other"
"50743","Liberia",0,1979,0,0,"Sub-Saharan Africa","Other"
"50760","Libya",0,1979,0,0,"Middle East & North Africa","Other"
"50777","Sri Lanka",1134232498,1979,1539434811,-405202313,"South Asia","Other"
"50794","Lesotho",64133016.63,1979,358669833.7,-294536817.07,"Sub-Saharan Africa","Other"
"50811","Lithuania",0,1979,0,0,"Europe & Central Asia","Other"
"50828","Luxembourg",5145362273,1979,4493075949,652286324,"Europe & Central Asia","Other"
"50845","Latvia",0,1979,0,0,"Europe & Central Asia","Other"
"50862","Morocco",2706675900,1979,4752096638,-2045420738,"Middle East & North Africa","Other"
"50879","Moldova",0,1979,0,0,"Europe & Central Asia","Other"
"50896","Madagascar",504827951.4,1979,1052478251,-547650299.6,"Sub-Saharan Africa","Other"
"50913","Maldives",0,1979,0,0,"South Asia","Other"
"50930","Mexico",15056293860,1979,16754179825,-1697885965,"Latin America & Caribbean","Other"
"50947","Marshall Islands",0,1979,0,0,"East Asia & Pacific","Other"
"50949","Mali",191329880,1979,434370562.3,-243040682.3,"Sub-Saharan Africa","Other"
"50966","Malta",794924550.9,1979,847294012,-52369461.1,"Middle East & North Africa","Other"
"50982","Myanmar",0,1979,0,0,"East Asia & Pacific","Other"
"50999","Montenegro",0,1979,0,0,"Europe & Central Asia","Other"
"51016","Mongolia",0,1979,0,0,"East Asia & Pacific","Other"
"51033","Mozambique",0,1979,0,0,"Sub-Saharan Africa","Other"
"51050","Mauritania",213738362.7,1979,385073787.5,-171335424.8,"Sub-Saharan Africa","Other"
"51067","Mauritius",516795865.6,1979,659152518.2,-142356652.6,"Sub-Saharan Africa","Other"
"51084","Malawi",245440078.3,1979,432121434.7,-186681356.4,"Sub-Saharan Africa","Other"
