"","Country","Region","Year","GDP per Capita","HDI"
"2375","France","Europe & Central Asia",2005,34760.18777,0.869
"2376","Gabon","Sub-Saharan Africa",2005,6826.880545,0.647
"2377","Georgia","Europe & Central Asia",2005,1642.766937,0.712
"2378","Germany","Europe & Central Asia",2005,34696.62092,0.903
"2379","Ghana","Sub-Saharan Africa",2005,498.1723904,0.509
"2380","Greece","Europe & Central Asia",2005,22551.73574,0.845
"2381","Grenada","Latin America & Caribbean",2005,6754.512393,0.727
"2382","Guatemala","Latin America & Caribbean",2005,2077.83438,0.571
"2383","Guinea","Sub-Saharan Africa",2005,303.424498,0.371
"2384","Guinea-Bissau","Sub-Saharan Africa",2005,424.9562044,0.396
"2385","Guyana","Latin America & Caribbean",2005,1098.455216,0.614
"2386","Haiti","Latin America & Caribbean",2005,465.3103865,0.453
"2387","Honduras","Latin America & Caribbean",2005,1311.741714,0.58
"2388","Hungary","Europe & Central Asia",2005,11205.97134,0.804
"2389","Iceland","Europe & Central Asia",2005,56250.68281,0.889
"2390","India","South Asia",2005,717.0424632,0.535
"2391","Indonesia","East Asia & Pacific",2005,1260.928834,0.632
"2392","Iraq","Middle East & North Africa",2005,1849.603911,0.631
"2393","Ireland","Europe & Central Asia",2005,50878.63952,0.896
"2394","Israel","Middle East & North Africa",2005,20557.12408,0.872
"2395","Italy","Europe & Central Asia",2005,31959.26295,0.857
"2396","Jamaica","Latin America & Caribbean",2005,4082.240762,0.695
"2397","Japan","East Asia & Pacific",2005,37217.64873,0.873
"2398","Jordan","Middle East & North Africa",2005,2203.083787,0.729
"2399","Kazakhstan","Europe & Central Asia",2005,3771.278957,0.747
"2400","Kenya","Sub-Saharan Africa",2005,519.7999346,0.49
"2401","Kiribati","East Asia & Pacific",2005,1214.556667,0.585
"2402","Kuwait","Middle East & North Africa",2005,35490.26132,0.783
"2403","Latvia","Europe & Central Asia",2005,7558.742006,0.802
"2404","Lebanon","Middle East & North Africa",2005,5390.208134,0.732
"2405","Lesotho","Sub-Saharan Africa",2005,862.9463084,0.461
"2406","Liberia","Sub-Saharan Africa",2005,290.9945021,0.378
"2407","Libya","Middle East & North Africa",2005,8171.361651,0.747
"2408","Lithuania","Europe & Central Asia",2005,7863.162009,0.809
"2409","Luxembourg","Europe & Central Asia",2005,80289.69641,0.878
"2410","Madagascar","Sub-Saharan Africa",2005,274.8197023,0.479
"2411","Malawi","Sub-Saharan Africa",2005,280.3673842,0.38
"2412","Malaysia","East Asia & Pacific",2005,5593.822995,0.731
"2413","Maldives","South Asia",2005,3648.780055,0.631
"2414","Mali","Sub-Saharan Africa",2005,487.9402556,0.363
"2415","Malta","Middle East & North Africa",2005,15835.34667,0.824
"2416","Mauritania","Sub-Saharan Africa",2005,697.7452864,0.466
"2417","Mauritius","Sub-Saharan Africa",2005,5116.045424,0.713
"2418","Mexico","Latin America & Caribbean",2005,8089.409036,0.728
"2419","Mongolia","East Asia & Pacific",2005,998.8226671,0.65
"2420","Montenegro","Europe & Central Asia",2005,3674.617924,0.753
"2421","Morocco","Middle East & North Africa",2005,2013.755559,0.58
"2422","Mozambique","Sub-Saharan Africa",2005,369.1545359,0.357
"2423","Myanmar","East Asia & Pacific",2005,247.2427006,0.477
"2424","Namibia","Sub-Saharan Africa",2005,3504.284009,0.556
"2425","Nepal","South Asia",2005,317.089198,0.475
"2426","Netherlands","Europe & Central Asia",2005,41577.16009,0.891
"2427","NewZealand","East Asia & Pacific",2005,27750.72484,0.888
"2428","Nicaragua","Latin America & Caribbean",2005,1175.116225,0.596
"2429","Niger","Sub-Saharan Africa",2005,250.0383731,0.283
"2430","Nigeria","Sub-Saharan Africa",2005,1267.703677,0.465
"2431","Norway","Europe & Central Asia",2005,66775.3944,0.932
"2432","Oman","Middle East & North Africa",2005,12376.97936,0.748
"2433","Pakistan","South Asia",2005,711.4699463,0.5
"2434","Panama","Latin America & Caribbean",2005,4916.54886,0.739
"2435","PapuaNewGuinea","East Asia & Pacific",2005,770.5648783,0.479
"2436","Paraguay","Latin America & Caribbean",2005,1852.732517,0.649
"2437","Peru","Latin America & Caribbean",2005,2754.780029,0.698
"2438","Philippines","East Asia & Pacific",2005,1194.697116,0.65
"2439","Poland","Europe & Central Asia",2005,8021.003655,0.808
"2440","Portugal","Europe & Central Asia",2005,18784.9485,0.8
"2441","Qatar","Middle East & North Africa",2005,51488.49529,0.831
"2442","Romania","Europe & Central Asia",2005,4676.315183,0.755
"2443","RussianFederation","Europe & Central Asia",2005,5323.473877,0.752
"2444","Rwanda","Sub-Saharan Africa",2005,287.0762412,0.408
"2445","Samoa","East Asia & Pacific",2005,2571.286691,0.673
"2446","SaoTomeandPrincipe","Sub-Saharan Africa",2005,804.1279874,0.517
"2447","SaudiArabia","Middle East & North Africa",2005,13739.82945,0.77
"2448","Senegal","Sub-Saharan Africa",2005,979.6961188,0.422
"2449","Serbia","Europe & Central Asia",2005,3528.131008,0.742
"2450","Seychelles","Sub-Saharan Africa",2005,11092.51074,0.73
"2451","SierraLeone","Sub-Saharan Africa",2005,291.6903175,0.342
"2452","Singapore","East Asia & Pacific",2005,29869.85398,0.868
"2453","Slovenia","Europe & Central Asia",2005,18169.18091,0.861
"2454","SolomonIslands","East Asia & Pacific",2005,880.8748508,0.487
"2455","SouthAfrica","Sub-Saharan Africa",2005,5277.925459,0.614
"2456","Spain","Europe & Central Asia",2005,26510.71745,0.844
"2457","SriLanka","South Asia",2005,1250.004791,0.718
"2458","Sudan","Sub-Saharan Africa",2005,679.7539949,0.436
"2459","Suriname","Latin America & Caribbean",2005,3594.354364,0.676
"2460","Sweden","Europe & Central Asia",2005,43085.35315,0.899
"2461","Switzerland","Europe & Central Asia",2005,54952.67372,0.905
"2462","SyrianArabRepublic","Middle East & North Africa",2005,1577.457182,0.635
"2463","Tajikistan","Europe & Central Asia",2005,337.360397,0.593
"2464","Thailand","East Asia & Pacific",2005,2893.651356,0.693
"2465","Togo","Sub-Saharan Africa",2005,401.2789525,0.436
"2466","Tonga","East Asia & Pacific",2005,2594.74999,0.693
"2467","TrinidadandTobago","Latin America & Caribbean",2005,12323.12705,0.752
"2468","Tunisia","Middle East & North Africa",2005,3194.562243,0.689
"2469","Turkey","Europe & Central Asia",2005,7384.259107,0.69
"2470","Turkmenistan","Europe & Central Asia",2005,1704.419323,NA
"2471","Uganda","Sub-Saharan Africa",2005,315.7880227,0.437
"2472","Ukraine","Europe & Central Asia",2005,1826.932206,0.715
"2473","UnitedArabEmirates","Middle East & North Africa",2005,39439.80197,0.825
"2474","UnitedKingdom","Europe & Central Asia",2005,41732.64054,0.891
"2475","UnitedStates","North America",2005,44307.92058,0.898
"2476","Uruguay","Latin America & Caribbean",2005,5220.951116,0.756
"2477","Uzbekistan","Europe & Central Asia",2005,546.7768502,0.628
"2478","Vanuatu","East Asia & Pacific",2005,1886.433359,0.572
"2479","Zambia","Sub-Saharan Africa",2005,691.3178164,0.48
"2480","Zimbabwe","Sub-Saharan Africa",2005,444.7605075,0.43
"2481","Albania","Europe & Central Asia",2006,2972.742924,0.711
"2482","Algeria","Middle East & North Africa",2006,3464.610079,0.698
"2483","Angola","Sub-Saharan Africa",2006,2585.133522,0.471
"2484","AntiguaandBarbuda","Latin America & Caribbean",2006,12812.76444,0.772
"2485","Argentina","Latin America & Caribbean",2006,5878.761027,0.787
"2486","Armenia","Europe & Central Asia",2006,2158.002909,0.706
"2487","Australia","East Asia & Pacific",2006,36019.20305,0.911
"2488","Austria","Europe & Central Asia",2006,40635.28182,0.861
"2489","Azerbaijan","Europe & Central Asia",2006,2473.081819,0.704
"2490","Bahrain","Middle East & North Africa",2006,19307.99549,0.793
"2491","Bangladesh","South Asia",2006,494.0501466,0.513
"2492","Barbados","Latin America & Caribbean",2006,15185.1192,0.772
"2493","Belarus","Europe & Central Asia",2006,3847.434124,0.741
"2494","Belgium","Europe & Central Asia",2006,38852.37293,0.896
"2495","Belize","Latin America & Caribbean",2006,4187.290497,0.7
"2496","Benin","Sub-Saharan Africa",2006,625.830092,0.447
"2497","Bhutan","South Asia",2006,1335.456906,0.521
"2498","BosniaandHerzegovina","Europe & Central Asia",2006,3403.815297,0.706
"2499","Botswana","Sub-Saharan Africa",2006,5374.554867,0.611
"2500","Brazil","Latin America & Caribbean",2006,5860.145786,0.702
"2501","BruneiDarussalam","East Asia & Pacific",2006,30980.96692,0.84
"2502","Bulgaria","Europe & Central Asia",2006,4490.201777,0.756
"2503","BurkinaFaso","Sub-Saharan Africa",2006,420.5825233,0.333
"2504","Burundi","Sub-Saharan Africa",2006,165.9047485,0.35
"2505","Cambodia","East Asia & Pacific",2006,539.8791529,0.502
"2506","Cameroon","Sub-Saharan Africa",2006,1081.369831,0.472
"2507","Canada","North America",2006,40386.69948,0.895
"2508","CentralAfricanRepublic","Sub-Saharan Africa",2006,347.6071719,0.325
"2509","Chad","Sub-Saharan Africa",2006,712.1847694,0.332
"2510","Chile","Latin America & Caribbean",2006,9484.681227,0.788
"2511","China","East Asia & Pacific",2006,2099.229435,0.661
"2512","Colombia","Latin America & Caribbean",2006,3677.134042,0.691
"2513","Comoros","Sub-Saharan Africa",2006,1113.957757,0.461
"2514","CostaRica","Latin America & Caribbean",2006,5245.187373,0.734
"2515","Croatia","Europe & Central Asia",2006,11684.81507,0.793
"2516","Cuba","Latin America & Caribbean",2006,4669.060916,0.753
"2517","Cyprus","Europe & Central Asia",2006,26729.32675,0.837
"2518","Denmark","Europe & Central Asia",2006,52026.99311,0.905
"2519","Djibouti","Middle East & North Africa",2006,965.6693779,0.416
"2520","Dominica","Latin America & Caribbean",2006,5511.462824,0.711
"2521","DominicanRepublic","Latin America & Caribbean",2006,4067.332917,0.682
"2522","Ecuador","Latin America & Caribbean",2006,3350.786541,0.696
"2523","ElSalvador","Latin America & Caribbean",2006,2641.780652,0.659
"2524","EquatorialGuinea","Sub-Saharan Africa",2006,12732.02759,0.578
"2525","Eritrea","Sub-Saharan Africa",2006,297.8280588,0.409
"2526","Estonia","Europe & Central Asia",2006,12595.41065,0.832
"2527","Ethiopia","Sub-Saharan Africa",2006,193.7949056,0.362
"2528","Fiji","East Asia & Pacific",2006,3749.939813,0.698
"2529","Finland","Europe & Central Asia",2006,41120.67651,0.899
"2530","France","Europe & Central Asia",2006,36443.62344,0.874
"2531","Gabon","Sub-Saharan Africa",2006,7141.549167,0.647
"2532","Georgia","Europe & Central Asia",2006,1996.059043,0.718
"2533","Germany","Europe & Central Asia",2006,36447.87232,0.911
"2534","Ghana","Sub-Saharan Africa",2006,922.9537497,0.519
"2535","Greece","Europe & Central Asia",2006,24801.15781,0.851
"2536","Grenada","Latin America & Caribbean",2006,6766.48686,0.729
"2537","Guatemala","Latin America & Caribbean",2006,2256.56724,0.579
"2538","Guinea","Sub-Saharan Africa",2006,427.0657265,0.38
"2539","Guinea-Bissau","Sub-Saharan Africa",2006,418.9512693,0.404
"2540","Guyana","Latin America & Caribbean",2006,1945.640034,0.614
"2541","Haiti","Latin America & Caribbean",2006,505.4706206,0.458
"2542","Honduras","Latin America & Caribbean",2006,1437.628785,0.586
"2543","Hungary","Europe & Central Asia",2006,11447.81687,0.811
"2544","Iceland","Europe & Central Asia",2006,56121.32242,0.891
"2545","India","South Asia",2006,809.1892615,0.545
"2546","Indonesia","East Asia & Pacific",2006,1586.20504,0.641
"2547","Iraq","Middle East & North Africa",2006,2351.812429,0.636
"2548","Ireland","Europe & Central Asia",2006,54306.9131,0.902
"2549","Israel","Middle East & North Africa",2006,21827.82317,0.872
"2550","Italy","Europe & Central Asia",2006,33410.74744,0.862
"2551","Jamaica","Latin America & Caribbean",2006,4311.85108,0.7
"2552","Japan","East Asia & Pacific",2006,35433.98896,0.877
"2553","Jordan","Middle East & North Africa",2006,2537.30049,0.732
"2554","Kazakhstan","Europe & Central Asia",2006,5291.57565,0.754
"2555","Kenya","Sub-Saharan Africa",2006,697.0066385,0.505
"2556","Kiribati","East Asia & Pacific",2006,1169.4774,0.58
"2557","Kuwait","Middle East & North Africa",2006,42717.55725,0.788
"2558","Latvia","Europe & Central Asia",2006,9667.9757,0.809
"2559","Lebanon","Middle East & North Africa",2006,5434.252482,0.731
"2560","Lesotho","Sub-Saharan Africa",2006,915.7757486,0.466
"2561","Liberia","Sub-Saharan Africa",2006,331.473252,0.383
"2562","Libya","Middle East & North Africa",2006,9344.987518,0.751
"2563","Lithuania","Europe & Central Asia",2006,9240.642548,0.817
"2564","Luxembourg","Europe & Central Asia",2006,89739.7117,0.881
"2565","Madagascar","Sub-Saharan Africa",2006,292.1507443,0.484
"2566","Malawi","Sub-Saharan Africa",2006,297.7095969,0.389
"2567","Malaysia","East Asia & Pacific",2006,6222.982955,0.737
"2568","Maldives","South Asia",2006,4811.667468,0.643
"2569","Mali","Sub-Saharan Africa",2006,521.6425796,0.372
"2570","Malta","Middle East & North Africa",2006,16671.5672,0.822
"2571","Mauritania","Sub-Saharan Africa",2006,944.1304851,0.475
"2572","Mauritius","Sub-Saharan Africa",2006,5695.969327,0.72
"2573","Mexico","Latin America & Caribbean",2006,8859.715354,0.736
"2574","Mongolia","East Asia & Pacific",2006,1334.651896,0.66
"2575","Montenegro","Europe & Central Asia",2006,4425.680913,0.764
"2576","Morocco","Middle East & North Africa",2006,2191.478567,0.586
"2577","Mozambique","Sub-Saharan Africa",2006,385.7567141,0.365
"2578","Myanmar","East Asia & Pacific",2006,296.9007284,0.487
"2579","Namibia","Sub-Saharan Africa",2006,3811.311981,0.56
"2580","Nepal","South Asia",2006,348.6314534,0.486
"2581","Netherlands","Europe & Central Asia",2006,44453.97119,0.897
"2582","NewZealand","East Asia & Pacific",2006,26671.32942,0.891
"2583","Nicaragua","Latin America & Caribbean",2006,1240.992617,0.6
"2584","Niger","Sub-Saharan Africa",2006,258.0463873,0.289
"2585","Nigeria","Sub-Saharan Africa",2006,1655.544524,0.475
"2586","Norway","Europe & Central Asia",2006,74114.69715,0.936
"2587","Oman","Middle East & North Africa",2006,14408.0505,0.752
"2588","Pakistan","South Asia",2006,873.7702727,0.505
"2589","Panama","Latin America & Caribbean",2006,5348.518399,0.744
"2590","PapuaNewGuinea","East Asia & Pacific",2006,1283.770364,0.484
"2591","Paraguay","Latin America & Caribbean",2006,2282.831166,0.649
"2592","Peru","Latin America & Caribbean",2006,3171.498056,0.695
"2593","Philippines","East Asia & Pacific",2006,1391.772292,0.651
"2594","Poland","Europe & Central Asia",2006,9038.730847,0.814
"2595","Portugal","Europe & Central Asia",2006,19821.44463,0.803
"2596","Qatar","Middle East & North Africa",2006,60256.55926,0.827
"2597","Romania","Europe & Central Asia",2006,5828.745662,0.767
"2598","RussianFederation","Europe & Central Asia",2006,6920.194398,0.759
"2599","Rwanda","Sub-Saharan Africa",2006,342.3990982,0.429
"2600","Samoa","East Asia & Pacific",2006,2807.954274,0.675
"2601","SaoTomeandPrincipe","Sub-Saharan Africa",2006,836.7952842,0.526
"2602","SaudiArabia","Middle East & North Africa",2006,15334.66994,0.777
"2603","Senegal","Sub-Saharan Africa",2006,1025.187436,0.427
"2604","Serbia","Europe & Central Asia",2006,4129.758741,0.747
"2605","Seychelles","Sub-Saharan Africa",2006,12014.39987,0.72
"2606","SierraLeone","Sub-Saharan Africa",2006,322.313468,0.35
"2607","Singapore","East Asia & Pacific",2006,33579.85948,0.871
"2608","Slovenia","Europe & Central Asia",2006,19726.1265,0.869
"2609","SolomonIslands","East Asia & Pacific",2006,948.6592511,0.497
"2610","SouthAfrica","Sub-Saharan Africa",2006,5502.699989,0.616
"2611","Spain","Europe & Central Asia",2006,28482.60948,0.848
"2612","SriLanka","South Asia",2006,1437.701974,0.724
"2613","Sudan","Sub-Saharan Africa",2006,893.8793645,0.446
"2614","Suriname","Latin America & Caribbean",2006,5208.123339,0.681
"2615","Sweden","Europe & Central Asia",2006,46256.4716,0.902
"2616","Switzerland","Europe & Central Asia",2006,57579.50195,0.912
"2617","SyrianArabRepublic","Middle East & North Africa",2006,1762.246107,0.643
"2618","Tajikistan","Europe & Central Asia",2006,404.2894059,0.599
"2619","Thailand","East Asia & Pacific",2006,3368.952576,0.699
"2620","Togo","Sub-Saharan Africa",2006,402.4630581,0.443
"2621","Tonga","East Asia & Pacific",2006,2892.522663,0.695
"2622","TrinidadandTobago","Latin America & Caribbean",2006,14096.18668,0.757
"2623","Tunisia","Middle East & North Africa",2006,3371.71231,0.695
"2624","Turkey","Europe & Central Asia",2006,8034.611206,0.701
"2625","Turkmenistan","Europe & Central Asia",2006,2136.476099,NA
"2626","Uganda","Sub-Saharan Africa",2006,336.4593923,0.449
"2627","Ukraine","Europe & Central Asia",2006,2300.77148,0.721
"2628","UnitedArabEmirates","Middle East & North Africa",2006,42372.22166,0.83
"2629","UnitedKingdom","Europe & Central Asia",2006,44252.31582,0.889
"2630","UnitedStates","North America",2006,46437.06712,0.901
"2631","Uruguay","Latin America & Caribbean",2006,5877.876078,0.761
"2632","Uzbekistan","Europe & Central Asia",2006,654.2838373,0.634
"2633","Vanuatu","East Asia & Pacific",2006,2047.097823,0.579
"2634","Zambia","Sub-Saharan Africa",2006,1030.154199,0.492
"2635","Zimbabwe","Sub-Saharan Africa",2006,414.796232,0.435
"2636","Albania","Europe & Central Asia",2007,3595.038057,0.72
"2637","Algeria","Middle East & North Africa",2007,3935.183343,0.707
"2638","Angola","Sub-Saharan Africa",2007,3108.268643,0.492
"2639","AntiguaandBarbuda","Latin America & Caribbean",2007,14350.91889,0.778
"2640","Argentina","Latin America & Caribbean",2007,7193.61764,0.792
"2641","Armenia","Europe & Central Asia",2007,3138.808703,0.72
"2642","Australia","East Asia & Pacific",2007,40905.47089,0.915
"2643","Austria","Europe & Central Asia",2007,46855.77175,0.881
"2644","Azerbaijan","Europe & Central Asia",2007,3851.437869,0.709
"2645","Bahrain","Middle East & North Africa",2007,20977.11053,0.796
"2646","Bangladesh","South Asia",2007,541.0651484,0.52
"2647","Barbados","Latin America & Caribbean",2007,16919.24679,0.777
"2648","Belarus","Europe & Central Asia",2007,4735.657608,0.757
"2649","Belgium","Europe & Central Asia",2007,44403.7669,0.899
"2650","Belize","Latin America & Caribbean",2007,4324.773045,0.699
"2651","Benin","Sub-Saharan Africa",2007,706.0535419,0.455
"2652","Bhutan","South Asia",2007,1741.142552,0.535
"2653","BosniaandHerzegovina","Europe & Central Asia",2007,4180.913532,0.712
"2654","Botswana","Sub-Saharan Africa",2007,5714.047936,0.625
"2655","Brazil","Latin America & Caribbean",2007,7313.557794,0.705
"2656","BruneiDarussalam","East Asia & Pacific",2007,32672.36717,0.84
"2657","Bulgaria","Europe & Central Asia",2007,5885.949252,0.764
"2658","BurkinaFaso","Sub-Saharan Africa",2007,475.1100122,0.344
"2659","Burundi","Sub-Saharan Africa",2007,170.8151515,0.361
"2660","Cambodia","East Asia & Pacific",2007,631.675789,0.513
"2661","Cameroon","Sub-Saharan Africa",2007,1215.808213,0.484
"2662","Canada","North America",2007,44544.5268,0.897
"2663","CentralAfricanRepublic","Sub-Saharan Africa",2007,397.0171544,0.331
"2664","Chad","Sub-Saharan Africa",2007,801.683884,0.342
"2665","Chile","Latin America & Caribbean",2007,10526.87746,0.795
"2666","China","East Asia & Pacific",2007,2695.365917,0.675
"2667","Colombia","Latin America & Caribbean",2007,4635.692277,0.704
"2668","Comoros","Sub-Saharan Africa",2007,1238.461514,0.466
"2669","CostaRica","Latin America & Caribbean",2007,6120.6234,0.742
"2670","Croatia","Europe & Central Asia",2007,13942.19737,0.8
"2671","Cuba","Latin America & Caribbean",2007,5184.494227,0.77
"2672","Cyprus","Europe & Central Asia",2007,31244.92801,0.846
"2673","Denmark","Europe & Central Asia",2007,58487.04501,0.904
"2674","Djibouti","Middle East & North Africa",2007,1047.586896,0.426
"2675","Dominica","Latin America & Caribbean",2007,5939.053585,0.715
"2676","DominicanRepublic","Latin America & Caribbean",2007,4647.310359,0.691
"2677","Ecuador","Latin America & Caribbean",2007,3590.718086,0.698
"2678","ElSalvador","Latin America & Caribbean",2007,2796.387081,0.656
"2679","EquatorialGuinea","Sub-Saharan Africa",2007,15761.83913,0.585
"2680","Eritrea","Sub-Saharan Africa",2007,317.3294336,0.411
"2681","Estonia","Europe & Central Asia",2007,16586.4052,0.839
"2682","Ethiopia","Sub-Saharan Africa",2007,243.3026822,0.378
"2683","Fiji","East Asia & Pacific",2007,4078.82327,0.702
"2684","Finland","Europe & Central Asia",2007,48288.5491,0.901
"2685","France","Europe & Central Asia",2007,41508.43269,0.876
"2686","Gabon","Sub-Saharan Africa",2007,8352.817101,0.652
"2687","Georgia","Europe & Central Asia",2007,2635.350593,0.73
"2688","Germany","Europe & Central Asia",2007,41814.8191,0.915
"2689","Ghana","Sub-Saharan Africa",2007,1090.686718,0.53
"2690","Greece","Europe & Central Asia",2007,28827.32636,0.849
"2691","Grenada","Latin America & Caribbean",2007,7324.190456,0.735
"2692","Guatemala","Latin America & Caribbean",2007,2489.955836,0.59
"2693","Guinea","Sub-Saharan Africa",2007,622.1736568,0.39
"2694","Guinea-Bissau","Sub-Saharan Africa",2007,481.33501,0.409
"2695","Guyana","Latin America & Caribbean",2007,2326.851954,0.618
"2696","Haiti","Latin America & Caribbean",2007,615.8202308,0.462
"2697","Honduras","Latin America & Caribbean",2007,1592.572182,0.593
"2698","Hungary","Europe & Central Asia",2007,13907.50338,0.813
"2699","Iceland","Europe & Central Asia",2007,68428.34821,0.897
"2700","India","South Asia",2007,1031.410339,0.556
"2701","Indonesia","East Asia & Pacific",2007,1855.093915,0.642
"2702","Iraq","Middle East & North Africa",2007,3129.224922,0.638
"2703","Ireland","Europe & Central Asia",2007,61359.64508,0.908
"2704","Israel","Middle East & North Africa",2007,24889.16836,0.881
"2705","Italy","Europe & Central Asia",2007,37698.78665,0.866
"2706","Jamaica","Latin America & Caribbean",2007,4621.856417,0.705
"2707","Japan","East Asia & Pacific",2007,35275.22843,0.88
"2708","Jordan","Middle East & North Africa",2007,2762.806354,0.735
"2709","Kazakhstan","Europe & Central Asia",2007,6771.414797,0.759
"2710","Kenya","Sub-Saharan Africa",2007,839.1081117,0.514
"2711","Kiribati","East Asia & Pacific",2007,1377.534684,0.582
"2712","Kuwait","Middle East & North Africa",2007,45793.97614,0.788
"2713","Latvia","Europe & Central Asia",2007,14044.01589,0.818
"2714","Lebanon","Middle East & North Africa",2007,6086.79541,0.743
"2715","Lesotho","Sub-Saharan Africa",2007,865.7993302,0.473
"2716","Liberia","Sub-Saharan Africa",2007,390.8416104,0.394
"2717","Libya","Middle East & North Africa",2007,11308.56661,0.752
"2718","Lithuania","Europe & Central Asia",2007,12297.91535,0.825
"2719","Luxembourg","Europe & Central Asia",2007,106018.4928,0.888
"2720","Madagascar","Sub-Saharan Africa",2007,377.8482928,0.491
"2721","Malawi","Sub-Saharan Africa",2007,320.2764955,0.4
"2722","Malaysia","East Asia & Pacific",2007,7269.17114,0.75
"2723","Maldives","South Asia",2007,5559.506832,0.651
"2724","Mali","Sub-Saharan Africa",2007,595.6368319,0.367
"2725","Malta","Middle East & North Africa",2007,19375.5696,0.827
"2726","Mauritania","Sub-Saharan Africa",2007,1013.310149,0.476
"2727","Mauritius","Sub-Saharan Africa",2007,6574.654338,0.728
"2728","Mexico","Latin America & Caribbean",2007,9412.827939,0.739
"2729","Mongolia","East Asia & Pacific",2007,1634.081431,0.672
"2730","Montenegro","Europe & Central Asia",2007,5976.391922,0.775
"2731","Morocco","Middle East & North Africa",2007,2494.353552,0.594
"2732","Mozambique","Sub-Saharan Africa",2007,422.1461573,0.378
"2733","Myanmar","East Asia & Pacific",2007,410.4500001,0.498
"2734","Namibia","Sub-Saharan Africa",2007,4202.510968,0.568
"2735","Nepal","South Asia",2007,393.8843518,0.491
"2736","Netherlands","Europe & Central Asia",2007,51241.31562,0.904
"2737","NewZealand","East Asia & Pacific",2007,32510.0827,0.894
"2738","Nicaragua","Latin America & Caribbean",2007,1344.301871,0.607
"2739","Niger","Sub-Saharan Africa",2007,292.55962,0.294
"2740","Nigeria","Sub-Saharan Africa",2007,1882.470204,0.479
"2741","Norway","Europe & Central Asia",2007,85170.86217,0.938
"2742","Oman","Middle East & North Africa",2007,15805.13226,0.764
"2743","Pakistan","South Asia",2007,950.4327931,0.513
"2744","Panama","Latin America & Caribbean",2007,6165.945057,0.751
"2745","PapuaNewGuinea","East Asia & Pacific",2007,1440.130304,0.499
"2746","Paraguay","Latin America & Caribbean",2007,2992.925679,0.655
"2747","Peru","Latin America & Caribbean",2007,3611.21047,0.703
"2748","Philippines","East Asia & Pacific",2007,1672.685411,0.657
"2749","Poland","Europe & Central Asia",2007,11255.4367,0.819
"2750","Portugal","Europe & Central Asia",2007,22780.05845,0.81
"2751","Qatar","Middle East & North Africa",2007,67005.61258,0.83
"2752","Romania","Europe & Central Asia",2007,8424.737535,0.781
"2753","RussianFederation","Europe & Central Asia",2007,9101.256706,0.767
"2754","Rwanda","Sub-Saharan Africa",2007,404.8507881,0.445
"2755","Samoa","East Asia & Pacific",2007,3022.561555,0.681
"2756","SaoTomeandPrincipe","Sub-Saharan Africa",2007,886.6695898,0.53
"2757","SaudiArabia","Middle East & North Africa",2007,16472.16605,0.783
"2758","Senegal","Sub-Saharan Africa",2007,1203.175265,0.436
"2759","Serbia","Europe & Central Asia",2007,5458.121718,0.751
"2760","Seychelles","Sub-Saharan Africa",2007,12154.82994,0.741
"2761","SierraLeone","Sub-Saharan Africa",2007,358.8274716,0.363
"2762","Singapore","East Asia & Pacific",2007,39223.58187,0.878
"2763","Slovenia","Europe & Central Asia",2007,23841.31792,0.873
"2764","SolomonIslands","East Asia & Pacific",2007,1046.931125,0.505
"2765","SouthAfrica","Sub-Saharan Africa",2007,6001.852563,0.621
"2766","Spain","Europe & Central Asia",2007,32709.40104,0.853
"2767","SriLanka","South Asia",2007,1632.961131,0.73
"2768","Sudan","Sub-Saharan Africa",2007,1115.6952,0.451
"2769","Suriname","Latin America & Caribbean",2007,5761.059439,0.687
"2770","Sweden","Europe & Central Asia",2007,53324.37937,0.905
"2771","Switzerland","Europe & Central Asia",2007,63555.2375,0.915
"2772","SyrianArabRepublic","Middle East & North Africa",2007,2058.035209,0.649
"2773","Tajikistan","Europe & Central Asia",2007,520.0371866,0.604
"2774","Thailand","East Asia & Pacific",2007,3972.206475,0.71
"2775","Togo","Sub-Saharan Africa",2007,443.3757548,0.441
"2776","Tonga","East Asia & Pacific",2007,2932.315883,0.698
"2777","TrinidadandTobago","Latin America & Caribbean",2007,16529.65801,0.768
"2778","Tunisia","Middle East & North Africa",2007,3778.184171,0.701
"2779","Turkey","Europe & Central Asia",2007,9709.721346,0.708
"2780","Turkmenistan","Europe & Central Asia",2007,2600.371428,NA
"2781","Uganda","Sub-Saharan Africa",2007,401.8508631,0.459
"2782","Ukraine","Europe & Central Asia",2007,3065.611623,0.729
"2783","UnitedArabEmirates","Middle East & North Africa",2007,42672.61323,0.835
"2784","UnitedKingdom","Europe & Central Asia",2007,50134.3161,0.892
"2785","UnitedStates","North America",2007,48061.53766,0.905
"2786","Uruguay","Latin America & Caribbean",2007,7009.69705,0.762
"2787","Uzbekistan","Europe & Central Asia",2007,830.4076942,0.646
"2788","Vanuatu","East Asia & Pacific",2007,2393.367265,0.582
"2789","Zambia","Sub-Saharan Africa",2007,1104.587985,0.503
"2790","Zimbabwe","Sub-Saharan Africa",2007,396.9982166,0.442
"2791","Albania","Europe & Central Asia",2008,4370.539925,0.724
"2792","Algeria","Middle East & North Africa",2008,4905.254866,0.709
"2793","Angola","Sub-Saharan Africa",2008,4068.978456,0.502
"2794","AntiguaandBarbuda","Latin America & Caribbean",2008,14797.36849,0.777
"2795","Argentina","Latin America & Caribbean",2008,8953.359275,0.795
