"","Country","Region","Year","GDP per Capita","HDI"
"1481","Malawi","Sub-Saharan Africa",1999,160.7990288,0.405
"1482","Malaysia","East Asia & Pacific",1999,3493.465229,0.716
"1483","Maldives","South Asia",1999,2146.718037,0.595
"1484","Mali","Sub-Saharan Africa",1999,322.53868,0.302
"1485","Malta","Middle East & North Africa",1999,10648.9889,0.78
"1486","Mauritania","Sub-Saharan Africa",1999,534.7159444,0.441
"1487","Mauritius","Sub-Saharan Africa",1999,3651.232286,0.667
"1488","Mexico","Latin America & Caribbean",1999,5984.341068,0.695
"1489","Mongolia","East Asia & Pacific",1999,445.0069434,0.582
"1490","Montenegro","Europe & Central Asia",1999,NA,NA
"1491","Morocco","Middle East & North Africa",1999,1444.989055,0.52
"1492","Mozambique","Sub-Saharan Africa",1999,301.539472,0.291
"1493","Myanmar","East Asia & Pacific",1999,NA,0.421
"1494","Namibia","Sub-Saharan Africa",1999,2055.364975,0.56
"1495","Nepal","South Asia",1999,215.9805921,0.439
"1496","Netherlands","Europe & Central Asia",1999,27951.73429,0.87
"1497","NewZealand","East Asia & Pacific",1999,15322.22383,0.865
"1498","Nicaragua","Latin America & Caribbean",1999,981.0204892,0.562
"1499","Niger","Sub-Saharan Africa",1999,184.3464766,0.25
"1500","Nigeria","Sub-Saharan Africa",1999,497.5619697,NA
"1501","Norway","Europe & Central Asia",1999,36371.39579,0.911
"1502","Oman","Middle East & North Africa",1999,6967.059664,NA
"1503","Pakistan","South Asia",1999,465.0757661,0.445
"1504","Panama","Latin America & Caribbean",1999,4082.614583,0.713
"1505","PapuaNewGuinea","East Asia & Pacific",1999,640.2820458,0.445
"1506","Paraguay","Latin America & Caribbean",1999,1700.438207,0.625
"1507","Peru","Latin America & Caribbean",1999,1963.410567,0.675
"1508","Philippines","East Asia & Pacific",1999,1087.237348,0.62
"1509","Poland","Europe & Central Asia",1999,4389.976415,0.778
"1510","Portugal","Europe & Central Asia",1999,12474.81808,0.779
"1511","Qatar","Middle East & North Africa",1999,21763.45098,0.808
"1512","Romania","Europe & Central Asia",1999,1610.13437,0.704
"1513","RussianFederation","Europe & Central Asia",1999,1330.760707,0.709
"1514","Rwanda","Sub-Saharan Africa",1999,239.3780188,0.32
"1515","Samoa","East Asia & Pacific",1999,1489.647875,0.642
"1516","SaoTomeandPrincipe","Sub-Saharan Africa",1999,NA,0.486
"1517","SaudiArabia","Middle East & North Africa",1999,7968.548574,0.738
"1518","Senegal","Sub-Saharan Africa",1999,675.1230202,0.375
"1519","Serbia","Europe & Central Asia",1999,2441.430389,0.704
"1520","Seychelles","Sub-Saharan Africa",1999,7747.612159,NA
"1521","SierraLeone","Sub-Saharan Africa",1999,150.8369725,0.276
"1522","Singapore","East Asia & Pacific",1999,21795.69696,0.809
"1523","Slovenia","Europe & Central Asia",1999,11441.99702,0.819
"1524","SolomonIslands","East Asia & Pacific",1999,1200.917702,0.463
"1525","SouthAfrica","Sub-Saharan Africa",1999,3032.305397,0.634
"1526","Spain","Europe & Central Asia",1999,15678.21523,0.819
"1527","SriLanka","South Asia",1999,838.6223944,0.676
"1528","Sudan","Sub-Saharan Africa",1999,323.5717952,0.396
"1529","Suriname","Latin America & Caribbean",1999,1897.826561,NA
"1530","Sweden","Europe & Central Asia",1999,30577.08177,0.893
"1531","Switzerland","Europe & Central Asia",1999,40581.30705,0.881
"1532","SyrianArabRepublic","Middle East & North Africa",1999,991.1204287,0.589
"1533","Tajikistan","Europe & Central Asia",1999,177.6983688,0.544
"1534","Thailand","East Asia & Pacific",1999,2032.992147,0.64
"1535","Togo","Sub-Saharan Africa",1999,326.6040699,0.424
"1536","Tonga","East Asia & Pacific",1999,2015.41817,0.676
"1537","TrinidadandTobago","Latin America & Caribbean",1999,5383.552427,0.711
"1538","Tunisia","Middle East & North Africa",1999,2389.036036,0.645
"1539","Turkey","Europe & Central Asia",1999,4108.114652,0.643
"1540","Turkmenistan","Europe & Central Asia",1999,548.6995162,NA
"1541","Uganda","Sub-Saharan Africa",1999,257.7477999,0.384
"1542","Ukraine","Europe & Central Asia",1999,635.7662418,0.667
"1543","UnitedArabEmirates","Middle East & North Africa",1999,28260.00502,0.791
"1544","UnitedKingdom","Europe & Central Asia",1999,28383.66891,0.861
"1545","UnitedStates","North America",1999,34620.9289,0.885
"1546","Uruguay","Latin America & Caribbean",1999,7247.398162,0.737
"1547","Uzbekistan","Europe & Central Asia",1999,702.4807441,NA
"1548","Vanuatu","East Asia & Pacific",1999,1477.841822,NA
"1549","Zambia","Sub-Saharan Africa",1999,332.461627,0.426
"1550","Zimbabwe","Sub-Saharan Africa",1999,568.4439527,0.448
"1551","Albania","Europe & Central Asia",2000,1126.68334,0.669
"1552","Algeria","Middle East & North Africa",2000,1757.017797,0.644
"1553","Angola","Sub-Saharan Africa",2000,555.2969419,0.387
"1554","AntiguaandBarbuda","Latin America & Caribbean",2000,9932.029681,NA
"1555","Argentina","Latin America & Caribbean",2000,7669.273916,0.771
"1556","Armenia","Europe & Central Asia",2000,622.7427477,0.647
"1557","Australia","East Asia & Pacific",2000,21669.41091,0.898
"1558","Austria","Europe & Central Asia",2000,24564.45829,0.838
"1559","Azerbaijan","Europe & Central Asia",2000,655.0974326,0.64
"1560","Bahrain","Middle East & North Africa",2000,13636.34668,0.792
"1561","Bangladesh","South Asia",2000,405.6033071,0.468
"1562","Barbados","Latin America & Caribbean",2000,11567.66612,0.752
"1563","Belarus","Europe & Central Asia",2000,1276.288034,0.683
"1564","Belgium","Europe & Central Asia",2000,23207.40591,0.873
"1565","Belize","Latin America & Caribbean",2000,3364.423711,0.677
"1566","Benin","Sub-Saharan Africa",2000,374.1923942,0.398
"1567","Bhutan","South Asia",2000,765.8632358,NA
"1568","BosniaandHerzegovina","Europe & Central Asia",2000,1461.75052,0.672
"1569","Botswana","Sub-Saharan Africa",2000,3349.068823,0.565
"1570","Brazil","Latin America & Caribbean",2000,3739.116139,0.684
"1571","BruneiDarussalam","East Asia & Pacific",2000,18008.44826,0.819
"1572","Bulgaria","Europe & Central Asia",2000,1609.882452,0.712
"1573","BurkinaFaso","Sub-Saharan Africa",2000,226.4759814,0.286
"1574","Burundi","Sub-Saharan Africa",2000,135.9984455,0.303
"1575","Cambodia","East Asia & Pacific",2000,302.6489962,0.42
"1576","Cameroon","Sub-Saharan Africa",2000,660.1926971,0.431
"1577","Canada","North America",2000,24124.16917,0.867
"1578","CentralAfricanRepublic","Sub-Saharan Africa",2000,243.5429317,0.309
"1579","Chad","Sub-Saharan Africa",2000,166.0231785,0.299
"1580","Chile","Latin America & Caribbean",2000,5101.368479,0.759
"1581","China","East Asia & Pacific",2000,959.3724836,0.594
"1582","Colombia","Latin America & Caribbean",2000,2472.197831,0.653
"1583","Comoros","Sub-Saharan Africa",2000,645.8186908,NA
"1584","CostaRica","Latin America & Caribbean",2000,3808.363666,0.711
"1585","Croatia","Europe & Central Asia",2000,4873.053306,0.75
"1586","Cuba","Latin America & Caribbean",2000,2741.110542,0.686
"1587","Cyprus","Europe & Central Asia",2000,14388.3467,0.802
"1588","Denmark","Europe & Central Asia",2000,30743.55917,0.863
"1589","Djibouti","Middle East & North Africa",2000,768.1760767,0.363
"1590","Dominica","Latin America & Caribbean",2000,4785.993583,0.693
"1591","DominicanRepublic","Latin America & Caribbean",2000,2838.513335,0.657
"1592","Ecuador","Latin America & Caribbean",2000,1451.290776,0.67
"1593","ElSalvador","Latin America & Caribbean",2000,2008.466064,0.615
"1594","EquatorialGuinea","Sub-Saharan Africa",2000,1702.684901,0.516
"1595","Eritrea","Sub-Saharan Africa",2000,208.1969487,NA
"1596","Estonia","Europe & Central Asia",2000,4070.032827,0.78
"1597","Ethiopia","Sub-Saharan Africa",2000,123.8762057,0.283
"1598","Fiji","East Asia & Pacific",2000,2076.013308,0.683
"1599","Finland","Europe & Central Asia",2000,24253.25042,0.858
"1600","France","Europe & Central Asia",2000,22364.02939,0.849
"1601","Gabon","Sub-Saharan Africa",2000,4116.460693,0.633
"1602","Georgia","Europe & Central Asia",2000,749.9031715,0.673
"1603","Germany","Europe & Central Asia",2000,23718.7467,0.868
"1604","Ghana","Sub-Saharan Africa",2000,263.1124679,0.484
"1605","Greece","Europe & Central Asia",2000,12042.95373,0.796
"1606","Grenada","Latin America & Caribbean",2000,5117.589923,NA
"1607","Guatemala","Latin America & Caribbean",2000,1655.58773,0.546
"1608","Guinea","Sub-Saharan Africa",2000,340.0516918,0.329
"1609","Guinea-Bissau","Sub-Saharan Africa",2000,297.7519336,NA
"1610","Guyana","Latin America & Caribbean",2000,946.0599372,0.604
"1611","Haiti","Latin America & Caribbean",2000,462.4814381,0.442
"1612","Honduras","Latin America & Caribbean",2000,1088.779869,0.554
"1613","Hungary","Europe & Central Asia",2000,4633.312923,0.769
"1614","Iceland","Europe & Central Asia",2000,31746.02314,0.86
"1615","India","South Asia",2000,444.7980085,0.493
"1616","Indonesia","East Asia & Pacific",2000,780.0920744,0.606
"1617","Iraq","Middle East & North Africa",2000,NA,0.607
"1618","Ireland","Europe & Central Asia",2000,26241.51449,0.857
"1619","Israel","Middle East & North Africa",2000,21042.9816,0.853
"1620","Italy","Europe & Central Asia",2000,20051.24215,0.83
"1621","Jamaica","Latin America & Caribbean",2000,3381.939321,0.662
"1622","Japan","East Asia & Pacific",2000,38532.04088,0.855
"1623","Jordan","Middle East & North Africa",2000,1657.889256,0.702
"1624","Kazakhstan","Europe & Central Asia",2000,1229.000958,0.685
"1625","Kenya","Sub-Saharan Africa",2000,403.9797132,0.451
"1626","Kiribati","East Asia & Pacific",2000,796.7937634,0.552
"1627","Kuwait","Middle East & North Africa",2000,18389.38433,0.786
"1628","Latvia","Europe & Central Asia",2000,3352.731296,0.728
"1629","Lebanon","Middle East & North Africa",2000,5334.903329,NA
"1630","Lesotho","Sub-Saharan Africa",2000,474.8197906,0.467
"1631","Liberia","Sub-Saharan Africa",2000,302.9964757,0.387
"1632","Libya","Middle East & North Africa",2000,7145.628494,0.727
"1633","Lithuania","Europe & Central Asia",2000,3297.354701,0.756
"1634","Luxembourg","Europe & Central Asia",2000,48735.99549,0.855
"1635","Madagascar","Sub-Saharan Africa",2000,245.9390659,0.456
"1636","Malawi","Sub-Saharan Africa",2000,153.2595087,0.399
"1637","Malaysia","East Asia & Pacific",2000,4045.170471,0.725
"1638","Maldives","South Asia",2000,2226.721729,0.606
"1639","Mali","Sub-Saharan Africa",2000,269.3483829,0.308
"1640","Malta","Middle East & North Africa",2000,11039.05651,0.783
"1641","Mauritania","Sub-Saharan Africa",2000,477.4761024,0.442
"1642","Mauritius","Sub-Saharan Africa",2000,3861.032414,0.673
"1643","Mexico","Latin America & Caribbean",2000,6959.388717,0.702
"1644","Mongolia","East Asia & Pacific",2000,474.2133361,0.589
"1645","Montenegro","Europe & Central Asia",2000,1627.072633,NA
"1646","Morocco","Middle East & North Africa",2000,1332.382358,0.53
"1647","Mozambique","Sub-Saharan Africa",2000,277.6486591,0.298
"1648","Myanmar","East Asia & Pacific",2000,193.1874804,0.431
"1649","Namibia","Sub-Saharan Africa",2000,2018.680835,0.558
"1650","Nepal","South Asia",2000,231.4255004,0.446
"1651","Netherlands","Europe & Central Asia",2000,25921.12794,0.876
"1652","NewZealand","East Asia & Pacific",2000,13640.98889,0.869
"1653","Nicaragua","Latin America & Caribbean",2000,1016.020743,0.57
"1654","Niger","Sub-Saharan Africa",2000,158.4055972,0.252
"1655","Nigeria","Sub-Saharan Africa",2000,567.6143571,NA
"1656","Norway","Europe & Central Asia",2000,38146.71539,0.917
"1657","Oman","Middle East & North Africa",2000,8601.185906,0.704
"1658","Pakistan","South Asia",2000,533.8624114,0.45
"1659","Panama","Latin America & Caribbean",2000,4060.299035,0.719
"1660","PapuaNewGuinea","East Asia & Pacific",2000,631.9453351,0.449
"1661","Paraguay","Latin America & Caribbean",2000,1670.036989,0.624
"1662","Peru","Latin America & Caribbean",2000,1996.719689,0.678
"1663","Philippines","East Asia & Pacific",2000,1038.911018,0.624
"1664","Poland","Europe & Central Asia",2000,4492.727604,0.785
"1665","Portugal","Europe & Central Asia",2000,11502.39681,0.785
"1666","Qatar","Middle East & North Africa",2000,29986.29015,0.81
"1667","Romania","Europe & Central Asia",2000,1668.162731,0.709
"1668","RussianFederation","Europe & Central Asia",2000,1771.59783,0.72
"1669","Rwanda","Sub-Saharan Africa",2000,216.1727954,0.335
"1670","Samoa","East Asia & Pacific",2000,1540.689023,0.647
"1671","SaoTomeandPrincipe","Sub-Saharan Africa",2000,NA,0.49
"1672","SaudiArabia","Middle East & North Africa",2000,9126.954277,0.743
"1673","Senegal","Sub-Saharan Africa",2000,599.3735869,0.38
"1674","Serbia","Europe & Central Asia",2000,870.1365252,0.711
"1675","Seychelles","Sub-Saharan Africa",2000,7578.851053,0.718
"1676","SierraLeone","Sub-Saharan Africa",2000,139.3147734,0.284
"1677","Singapore","East Asia & Pacific",2000,23792.60707,0.819
"1678","Slovenia","Europe & Central Asia",2000,10227.73677,0.825
"1679","SolomonIslands","East Asia & Pacific",2000,1054.518572,0.45
"1680","SouthAfrica","Sub-Saharan Africa",2000,2982.000426,0.63
"1681","Spain","Europe & Central Asia",2000,14676.70609,0.825
"1682","SriLanka","South Asia",2000,869.4956921,0.685
"1683","Sudan","Sub-Saharan Africa",2000,361.0305843,0.402
"1684","Suriname","Latin America & Caribbean",2000,2006.121996,NA
"1685","Sweden","Europe & Central Asia",2000,29283.00505,0.897
"1686","Switzerland","Europe & Central Asia",2000,37868.32306,0.889
"1687","SyrianArabRepublic","Middle East & North Africa",2000,1177.629268,0.59
"1688","Tajikistan","Europe & Central Asia",2000,138.4319081,0.55
"1689","Thailand","East Asia & Pacific",2000,2007.564826,0.649
"1690","Togo","Sub-Saharan Africa",2000,299.4116476,0.425
"1691","Tonga","East Asia & Pacific",2000,2063.207236,0.673
"1692","TrinidadandTobago","Latin America & Caribbean",2000,6430.947262,0.716
"1693","Tunisia","Middle East & North Africa",2000,2213.914088,0.653
"1694","Turkey","Europe & Central Asia",2000,4316.561103,0.655
"1695","Turkmenistan","Europe & Central Asia",2000,643.1750108,NA
"1696","Uganda","Sub-Saharan Africa",2000,257.6303609,0.398
"1697","Ukraine","Europe & Central Asia",2000,635.7089635,0.671
"1698","UnitedArabEmirates","Middle East & North Africa",2000,33071.26869,0.798
"1699","UnitedKingdom","Europe & Central Asia",2000,27982.35576,0.867
"1700","UnitedStates","North America",2000,36449.85512,0.885
"1701","Uruguay","Latin America & Caribbean",2000,6871.897677,0.742
"1702","Uzbekistan","Europe & Central Asia",2000,558.2268024,0.595
"1703","Vanuatu","East Asia & Pacific",2000,1469.849149,NA
"1704","Zambia","Sub-Saharan Africa",2000,341.9055625,0.432
"1705","Zimbabwe","Sub-Saharan Africa",2000,547.3588785,0.44
"1706","Albania","Europe & Central Asia",2001,1281.659826,0.676
"1707","Algeria","Middle East & North Africa",2001,1732.857979,0.653
"1708","Angola","Sub-Saharan Africa",2001,526.168743,0.401
"1709","AntiguaandBarbuda","Latin America & Caribbean",2001,9414.160591,NA
"1710","Argentina","Latin America & Caribbean",2001,7170.694674,0.776
"1711","Armenia","Europe & Central Asia",2001,694.4305119,0.652
"1712","Australia","East Asia & Pacific",2001,19482.5679,0.9
"1713","Austria","Europe & Central Asia",2001,24537.51426,0.849
"1714","Azerbaijan","Europe & Central Asia",2001,703.6838434,0.648
"1715","Bahrain","Middle East & North Africa",2001,12868.211,0.792
"1716","Bangladesh","South Asia",2001,402.5981152,0.477
"1717","Barbados","Latin America & Caribbean",2001,11513.93686,0.751
"1718","Belarus","Europe & Central Asia",2001,1244.373185,0.689
"1719","Belgium","Europe & Central Asia",2001,23121.60114,0.876
"1720","Belize","Latin America & Caribbean",2001,3419.275719,0.679
"1721","Benin","Sub-Saharan Africa",2001,378.736054,0.41
"1722","Bhutan","South Asia",2001,807.9387673,NA
"1723","BosniaandHerzegovina","Europe & Central Asia",2001,1524.412022,0.677
"1724","Botswana","Sub-Saharan Africa",2001,3128.097793,0.567
"1725","Brazil","Latin America & Caribbean",2001,3146.948904,0.691
"1726","BruneiDarussalam","East Asia & Pacific",2001,16468.12886,0.82
"1727","Bulgaria","Europe & Central Asia",2001,1757.44378,0.722
"1728","BurkinaFaso","Sub-Saharan Africa",2001,235.4912324,0.29
"1729","Burundi","Sub-Saharan Africa",2001,133.7427689,0.302
"1730","Cambodia","East Asia & Pacific",2001,321.2263004,0.434
"1731","Cameroon","Sub-Saharan Africa",2001,661.7774417,0.448
"1732","Canada","North America",2001,23691.59472,0.872
"1733","CentralAfricanRepublic","Sub-Saharan Africa",2001,243.1586486,0.311
"1734","Chad","Sub-Saharan Africa",2001,197.3156442,0.306
"1735","Chile","Latin America & Caribbean",2001,4595.666327,0.766
"1736","China","East Asia & Pacific",2001,1053.108243,0.602
"1737","Colombia","Latin America & Caribbean",2001,2395.856551,0.656
"1738","Comoros","Sub-Saharan Africa",2001,680.3185414,NA
"1739","CostaRica","Latin America & Caribbean",2001,3981.528073,0.714
"1740","Croatia","Europe & Central Asia",2001,5416.653549,0.759
"1741","Cuba","Latin America & Caribbean",2001,2832.188893,0.692
"1742","Cyprus","Europe & Central Asia",2001,14821.44552,0.807
"1743","Denmark","Europe & Central Asia",2001,30751.64946,0.876
"1744","Djibouti","Middle East & North Africa",2001,781.2322196,0.372
"1745","Dominica","Latin America & Caribbean",2001,4883.092781,0.697
"1746","DominicanRepublic","Latin America & Caribbean",2001,2943.421936,0.66
"1747","Ecuador","Latin America & Caribbean",2001,1903.741571,0.675
"1748","ElSalvador","Latin America & Caribbean",2001,2079.683818,0.62
"1749","EquatorialGuinea","Sub-Saharan Africa",2001,2283.879039,0.532
"1750","Eritrea","Sub-Saharan Africa",2001,215.1392103,NA
"1751","Estonia","Europe & Central Asia",2001,4498.957027,0.79
"1752","Ethiopia","Sub-Saharan Africa",2001,120.1789279,0.298
"1753","Fiji","East Asia & Pacific",2001,2038.891729,0.687
"1754","Finland","Europe & Central Asia",2001,24913.24452,0.864
"1755","France","Europe & Central Asia",2001,22433.55571,0.851
"1756","Gabon","Sub-Saharan Africa",2001,3976.104887,0.636
"1757","Georgia","Europe & Central Asia",2001,801.9901868,0.678
"1758","Germany","Europe & Central Asia",2001,23687.31689,0.877
"1759","Ghana","Sub-Saharan Africa",2001,273.6596668,0.483
"1760","Greece","Europe & Central Asia",2001,12538.17883,0.806
